question,correct_answers,question_type
221000 × 244 =,5.3924e+07;2.6962e+05,numerical_tolerance
95300 × 0.037 =,3526.1;17.631,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.2\times10^-8}{8.63\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.2%5Ctimes10%5E-8%7D%7B8.63%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.2\times10^-8}{8.63\times10^-7}="" data-equation-content=""\frac{5.2\times10^-8}{8.63\times10^-7}="" data-ignore-a11y-check=""""></mattext>",0.060255;0.00030127,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{93000}{0.059}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B93000%7D%7B0.059%7D%3D?scale=1.5"" alt=""LaTeX: \frac{93000}{0.059}="" data-equation-content=""\frac{93000}{0.059}="" data-ignore-a11y-check=""""></mattext>",1.5763e+06;7881.4,numerical_tolerance
120 × 1.2 x 10<sup>7</sup> =,1.44e+09;7.2e+06,numerical_tolerance
1.43 x 10<sup>-8</sup> × 1.01 x 10<sup>6</sup> =,0.014443;7.2215e-05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{8.7\times10^6}{2.1}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B8.7%5Ctimes10%5E6%7D%7B2.1%7D%3D?scale=1.5"" alt=""LaTeX: \frac{8.7\times10^6}{2.1}="" data-equation-content=""\frac{8.7\times10^6}{2.1}="" data-ignore-a11y-check=""""></mattext>",4.1429e+06;20714,numerical_tolerance
0.363 × 130000 =,47190;235.95,numerical_tolerance
2.6 x 10<sup>-8</sup> × 410000 =,0.01066;5.33e-05,numerical_tolerance
5.35 x 10<sup>7</sup> × 0.00250 =,1.3375e+05;668.75,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.0\times10^6}{230}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.0%5Ctimes10%5E6%7D%7B230%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.0\times10^6}{230}="" data-equation-content=""\frac{1.0\times10^6}{230}="" data-ignore-a11y-check=""""></mattext>",4347.8;21.739,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3400}{0.42}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3400%7D%7B0.42%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3400}{0.42}="" data-equation-content=""\frac{3400}{0.42}="" data-ignore-a11y-check=""""></mattext>",8095.2;40.476,numerical_tolerance
0.00000262 × 1.3 x 10<sup>8</sup> =,340.6;1.703,numerical_tolerance
0.000541 × 120 =,0.06492;0.0003246,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{10.}{0.00022}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B10.%7D%7B0.00022%7D%3D?scale=1.5"" alt=""LaTeX: \frac{10.}{0.00022}="" data-equation-content=""\frac{10.}{0.00022}="" data-ignore-a11y-check=""""></mattext>",45455;227.27,numerical_tolerance
4650 × 3920 =,1.8228e+07;91140,numerical_tolerance
16.3 × 0.298 =,4.8574;0.024287,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000801}{0.00029}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000801%7D%7B0.00029%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000801}{0.00029}="" data-equation-content=""\frac{0.0000801}{0.00029}="" data-ignore-a11y-check=""""></mattext>",0.27621;0.001381,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.000098}{7.39\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.000098%7D%7B7.39%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.000098}{7.39\times10^-8}="" data-equation-content=""\frac{0.000098}{7.39\times10^-8}="" data-ignore-a11y-check=""""></mattext>",1326.1;6.6306,numerical_tolerance
20.1 × 350 =,7035;35.175,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0669}{0.72}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0669%7D%7B0.72%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0669}{0.72}="" data-equation-content=""\frac{0.0669}{0.72}="" data-ignore-a11y-check=""""></mattext>",0.092917;0.00046458,numerical_tolerance
0.028 × 1.5 x 10<sup>8</sup> =,4.2e+06;21000,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0030}{0.0000070}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0030%7D%7B0.0000070%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0030}{0.0000070}="" data-equation-content=""\frac{0.0030}{0.0000070}="" data-ignore-a11y-check=""""></mattext>",428.57;2.1429,numerical_tolerance
1500 × 5.36 x 10<sup>8</sup> =,8.04e+11;4.02e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{37000}{730}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B37000%7D%7B730%7D%3D?scale=1.5"" alt=""LaTeX: \frac{37000}{730}="" data-equation-content=""\frac{37000}{730}="" data-ignore-a11y-check=""""></mattext>",50.685;0.25342,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.60\times10^7}{1.3\times10^8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.60%5Ctimes10%5E7%7D%7B1.3%5Ctimes10%5E8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.60\times10^7}{1.3\times10^8}="" data-equation-content=""\frac{2.60\times10^7}{1.3\times10^8}="" data-ignore-a11y-check=""""></mattext>",0.2;0.001,numerical_tolerance
3720 × 2.20 x 10<sup>5</sup> =,8.184e+08;4.092e+06,numerical_tolerance
7.89 x 10<sup>6</sup> × 8.6 x 10<sup>-9</sup> =,0.067854;0.00033927,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.76\times10^8}{2.3\times10^8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.76%5Ctimes10%5E8%7D%7B2.3%5Ctimes10%5E8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.76\times10^8}{2.3\times10^8}="" data-equation-content=""\frac{1.76\times10^8}{2.3\times10^8}="" data-ignore-a11y-check=""""></mattext>",0.76522;0.0038261,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{420000}{12}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B420000%7D%7B12%7D%3D?scale=1.5"" alt=""LaTeX: \frac{420000}{12}="" data-equation-content=""\frac{420000}{12}="" data-ignore-a11y-check=""""></mattext>",35000;175,numerical_tolerance
0.0000032 × 38000 =,0.1216;0.000608,numerical_tolerance
6.0 x 10<sup>5</sup> × 0.20 =,1.2e+05;600,numerical_tolerance
93500 × 1.2 x 10<sup>7</sup> =,1.122e+12;5.61e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.97\times10^6}{1.32\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.97%5Ctimes10%5E6%7D%7B1.32%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.97\times10^6}{1.32\times10^-8}="" data-equation-content=""\frac{3.97\times10^6}{1.32\times10^-8}="" data-ignore-a11y-check=""""></mattext>",3.0076e+14;1.5038e+12,numerical_tolerance
7.4 x 10<sup>6</sup> × 299000 =,2.2126e+12;1.1063e+10,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.0\times10^8}{3.66}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.0%5Ctimes10%5E8%7D%7B3.66%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.0\times10^8}{3.66}="" data-equation-content=""\frac{3.0\times10^8}{3.66}="" data-ignore-a11y-check=""""></mattext>",8.1967e+07;4.0984e+05,numerical_tolerance
3.0 x 10<sup>-7</sup> × 2.4 x 10<sup>6</sup> =,0.72;0.0036,numerical_tolerance
3.51 x 10<sup>8</sup> × 0.00000235 =,824.85;4.1242,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.11\times10^8}{2.8\times10^6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.11%5Ctimes10%5E8%7D%7B2.8%5Ctimes10%5E6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.11\times10^8}{2.8\times10^6}="" data-equation-content=""\frac{1.11\times10^8}{2.8\times10^6}="" data-ignore-a11y-check=""""></mattext>",39.643;0.19821,numerical_tolerance
0.0119 × 310 =,3.689;0.018445,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.8\times10^6}{0.24}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.8%5Ctimes10%5E6%7D%7B0.24%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.8\times10^6}{0.24}="" data-equation-content=""\frac{2.8\times10^6}{0.24}="" data-ignore-a11y-check=""""></mattext>",1.1667e+07;58333,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000221}{0.00214}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000221%7D%7B0.00214%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000221}{0.00214}="" data-equation-content=""\frac{0.0000221}{0.00214}="" data-ignore-a11y-check=""""></mattext>",0.010327;5.1636e-05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{33000}{0.22}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B33000%7D%7B0.22%7D%3D?scale=1.5"" alt=""LaTeX: \frac{33000}{0.22}="" data-equation-content=""\frac{33000}{0.22}="" data-ignore-a11y-check=""""></mattext>",1.5e+05;750,numerical_tolerance
0.79 × 1.43 x 10<sup>6</sup> =,1.1297e+06;5648.5,numerical_tolerance
4.45 x 10<sup>6</sup> × 1.94 x 10<sup>6</sup> =,8.633e+12;4.3165e+10,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.94}{0.0000585}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.94%7D%7B0.0000585%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.94}{0.0000585}="" data-equation-content=""\frac{1.94}{0.0000585}="" data-ignore-a11y-check=""""></mattext>",33162;165.81,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.6\times10^8}{5.1\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.6%5Ctimes10%5E8%7D%7B5.1%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.6\times10^8}{5.1\times10^-9}="" data-equation-content=""\frac{5.6\times10^8}{5.1\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1.098e+17;5.4902e+14,numerical_tolerance
2.31 x 10<sup>8</sup> × 286000 =,6.6066e+13;3.3033e+11,numerical_tolerance
5.30 x 10<sup>3</sup> × 8580 =,4.5474e+07;2.2737e+05,numerical_tolerance
4.58 x 10<sup>7</sup> × 0.113 =,5.1754e+06;25877,numerical_tolerance
280 × 25000 =,7e+06;35000,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.6\times10^8}{6.6\times10^8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.6%5Ctimes10%5E8%7D%7B6.6%5Ctimes10%5E8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.6\times10^8}{6.6\times10^8}="" data-equation-content=""\frac{3.6\times10^8}{6.6\times10^8}="" data-ignore-a11y-check=""""></mattext>",0.54545;0.0027273,numerical_tolerance
6500 × 4.3 x 10<sup>7</sup> =,2.795e+11;1.3975e+09,numerical_tolerance
160 × 3.40 x 10<sup>5</sup> =,5.44e+07;2.72e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.0\times10^8}{0.16}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.0%5Ctimes10%5E8%7D%7B0.16%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.0\times10^8}{0.16}="" data-equation-content=""\frac{1.0\times10^8}{0.16}="" data-ignore-a11y-check=""""></mattext>",6.25e+08;3.125e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.03\times10^7}{2.25\times10^6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.03%5Ctimes10%5E7%7D%7B2.25%5Ctimes10%5E6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.03\times10^7}{2.25\times10^6}="" data-equation-content=""\frac{1.03\times10^7}{2.25\times10^6}="" data-ignore-a11y-check=""""></mattext>",4.5778;0.022889,numerical_tolerance
363000 × 6350 =,2.305e+09;1.1525e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{421}{5.38}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B421%7D%7B5.38%7D%3D?scale=1.5"" alt=""LaTeX: \frac{421}{5.38}="" data-equation-content=""\frac{421}{5.38}="" data-ignore-a11y-check=""""></mattext>",78.253;0.39126,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.1\times10^7}{0.00000892}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.1%5Ctimes10%5E7%7D%7B0.00000892%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.1\times10^7}{0.00000892}="" data-equation-content=""\frac{1.1\times10^7}{0.00000892}="" data-ignore-a11y-check=""""></mattext>",1.2332e+12;6.1659e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{64.8}{0.0000493}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B64.8%7D%7B0.0000493%7D%3D?scale=1.5"" alt=""LaTeX: \frac{64.8}{0.0000493}="" data-equation-content=""\frac{64.8}{0.0000493}="" data-ignore-a11y-check=""""></mattext>",1.3144e+06;6572,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000039}{0.00012}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000039%7D%7B0.00012%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000039}{0.00012}="" data-equation-content=""\frac{0.0000039}{0.00012}="" data-ignore-a11y-check=""""></mattext>",0.0325;0.0001625,numerical_tolerance
1.3 x 10<sup>8</sup> × 2.5 x 10<sup>7</sup> =,3.25e+15;1.625e+13,numerical_tolerance
28.4 × 58000 =,1.6472e+06;8236,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.3\times10^7}{3.72\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.3%5Ctimes10%5E7%7D%7B3.72%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.3\times10^7}{3.72\times10^-8}="" data-equation-content=""\frac{1.3\times10^7}{3.72\times10^-8}="" data-ignore-a11y-check=""""></mattext>",3.4946e+14;1.7473e+12,numerical_tolerance
1.84 x 10<sup>-7</sup> × 114000 =,0.020976;0.00010488,numerical_tolerance
870 × 9600 =,8.352e+06;41760,numerical_tolerance
1.7 x 10<sup>6</sup> × 0.854 =,1.4518e+06;7259,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.3\times10^6}{2.4\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.3%5Ctimes10%5E6%7D%7B2.4%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.3\times10^6}{2.4\times10^-9}="" data-equation-content=""\frac{4.3\times10^6}{2.4\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1.7917e+15;8.9583e+12,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.9\times10^7}{5.0\times10^3}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.9%5Ctimes10%5E7%7D%7B5.0%5Ctimes10%5E3%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.9\times10^7}{5.0\times10^3}="" data-equation-content=""\frac{6.9\times10^7}{5.0\times10^3}="" data-ignore-a11y-check=""""></mattext>",13800;69,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{931000}{4.25\times10^7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B931000%7D%7B4.25%5Ctimes10%5E7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{931000}{4.25\times10^7}="" data-equation-content=""\frac{931000}{4.25\times10^7}="" data-ignore-a11y-check=""""></mattext>",0.021906;0.00010953,numerical_tolerance
0.0298 × 8.09 x 10<sup>6</sup> =,2.4108e+05;1205.4,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{52500}{0.0788}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B52500%7D%7B0.0788%7D%3D?scale=1.5"" alt=""LaTeX: \frac{52500}{0.0788}="" data-equation-content=""\frac{52500}{0.0788}="" data-ignore-a11y-check=""""></mattext>",6.6624e+05;3331.2,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{8.8}{0.130}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B8.8%7D%7B0.130%7D%3D?scale=1.5"" alt=""LaTeX: \frac{8.8}{0.130}="" data-equation-content=""\frac{8.8}{0.130}="" data-ignore-a11y-check=""""></mattext>",67.692;0.33846,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.000510}{0.0050}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.000510%7D%7B0.0050%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.000510}{0.0050}="" data-equation-content=""\frac{0.000510}{0.0050}="" data-ignore-a11y-check=""""></mattext>",0.102;0.00051,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{320}{252}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B320%7D%7B252%7D%3D?scale=1.5"" alt=""LaTeX: \frac{320}{252}="" data-equation-content=""\frac{320}{252}="" data-ignore-a11y-check=""""></mattext>",1.2698;0.0063492,numerical_tolerance
485000 × 0.00000515 =,2.4977;0.012489,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.602}{0.000701}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.602%7D%7B0.000701%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.602}{0.000701}="" data-equation-content=""\frac{0.602}{0.000701}="" data-ignore-a11y-check=""""></mattext>",858.77;4.2939,numerical_tolerance
3.36 x 10<sup>-7</sup> × 1.22 x 10<sup>7</sup> =,4.0992;0.020496,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.65\times10^8}{145000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.65%5Ctimes10%5E8%7D%7B145000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.65\times10^8}{145000}="" data-equation-content=""\frac{1.65\times10^8}{145000}="" data-ignore-a11y-check=""""></mattext>",1137.9;5.6897,numerical_tolerance
8.17 x 10<sup>7</sup> × 291000 =,2.3775e+13;1.1887e+11,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{9540}{205000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B9540%7D%7B205000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{9540}{205000}="" data-equation-content=""\frac{9540}{205000}="" data-ignore-a11y-check=""""></mattext>",0.046537;0.00023268,numerical_tolerance
591 × 0.00291 =,1.7198;0.008599,numerical_tolerance
1.2 x 10<sup>6</sup> × 6.2 x 10<sup>7</sup> =,7.44e+13;3.72e+11,numerical_tolerance
2.4 x 10<sup>7</sup> × 3.72 x 10<sup>-7</sup> =,8.928;0.04464,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.144}{0.050}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.144%7D%7B0.050%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.144}{0.050}="" data-equation-content=""\frac{0.144}{0.050}="" data-ignore-a11y-check=""""></mattext>",2.88;0.0144,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.27}{4.2\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.27%7D%7B4.2%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.27}{4.2\times10^-9}="" data-equation-content=""\frac{0.27}{4.2\times10^-9}="" data-ignore-a11y-check=""""></mattext>",6.4286e+07;3.2143e+05,numerical_tolerance
263000 × 6.50 x 10<sup>-7</sup> =,0.17095;0.00085475,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{39.1}{0.0032}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B39.1%7D%7B0.0032%7D%3D?scale=1.5"" alt=""LaTeX: \frac{39.1}{0.0032}="" data-equation-content=""\frac{39.1}{0.0032}="" data-ignore-a11y-check=""""></mattext>",12219;61.094,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.2\times10^8}{0.504}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.2%5Ctimes10%5E8%7D%7B0.504%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.2\times10^8}{0.504}="" data-equation-content=""\frac{1.2\times10^8}{0.504}="" data-ignore-a11y-check=""""></mattext>",2.381e+08;1.1905e+06,numerical_tolerance
699000 × 0.000029 =,20.271;0.10136,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.2}{0.0000056}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.2%7D%7B0.0000056%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.2}{0.0000056}="" data-equation-content=""\frac{4.2}{0.0000056}="" data-ignore-a11y-check=""""></mattext>",7.5e+05;3750,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00000187}{5.85\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00000187%7D%7B5.85%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00000187}{5.85\times10^-8}="" data-equation-content=""\frac{0.00000187}{5.85\times10^-8}="" data-ignore-a11y-check=""""></mattext>",31.966;0.15983,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.5\times10^7}{0.000638}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.5%5Ctimes10%5E7%7D%7B0.000638%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.5\times10^7}{0.000638}="" data-equation-content=""\frac{3.5\times10^7}{0.000638}="" data-ignore-a11y-check=""""></mattext>",5.4859e+10;2.7429e+08,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.034}{0.0000026}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.034%7D%7B0.0000026%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.034}{0.0000026}="" data-equation-content=""\frac{0.034}{0.0000026}="" data-ignore-a11y-check=""""></mattext>",13077;65.385,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.94\times10^-7}{1.77\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.94%5Ctimes10%5E-7%7D%7B1.77%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.94\times10^-7}{1.77\times10^-9}="" data-equation-content=""\frac{1.94\times10^-7}{1.77\times10^-9}="" data-ignore-a11y-check=""""></mattext>",109.6;0.54802,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{140000}{5.9\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B140000%7D%7B5.9%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{140000}{5.9\times10^-9}="" data-equation-content=""\frac{140000}{5.9\times10^-9}="" data-ignore-a11y-check=""""></mattext>",2.3729e+13;1.1864e+11,numerical_tolerance
0.011 × 5760 =,63.36;0.3168,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.4\times10^7}{37}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.4%5Ctimes10%5E7%7D%7B37%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.4\times10^7}{37}="" data-equation-content=""\frac{5.4\times10^7}{37}="" data-ignore-a11y-check=""""></mattext>",1.4595e+06;7297.3,numerical_tolerance
0.000175 × 2.2 x 10<sup>6</sup> =,385;1.925,numerical_tolerance
591 × 20400 =,1.2056e+07;60282,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{17}{0.000767}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B17%7D%7B0.000767%7D%3D?scale=1.5"" alt=""LaTeX: \frac{17}{0.000767}="" data-equation-content=""\frac{17}{0.000767}="" data-ignore-a11y-check=""""></mattext>",22164;110.82,numerical_tolerance
2600 × 1.63 x 10<sup>7</sup> =,4.238e+10;2.119e+08,numerical_tolerance
3.13 x 10<sup>8</sup> × 2.29 =,7.1677e+08;3.5838e+06,numerical_tolerance
0.00933 × 68100 =,635.37;3.1769,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.7\times10^8}{470}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.7%5Ctimes10%5E8%7D%7B470%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.7\times10^8}{470}="" data-equation-content=""\frac{4.7\times10^8}{470}="" data-ignore-a11y-check=""""></mattext>",1e+06;5000,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.17\times10^7}{2.0\times10^7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.17%5Ctimes10%5E7%7D%7B2.0%5Ctimes10%5E7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.17\times10^7}{2.0\times10^7}="" data-equation-content=""\frac{1.17\times10^7}{2.0\times10^7}="" data-ignore-a11y-check=""""></mattext>",0.585;0.002925,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{254000}{0.0000284}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B254000%7D%7B0.0000284%7D%3D?scale=1.5"" alt=""LaTeX: \frac{254000}{0.0000284}="" data-equation-content=""\frac{254000}{0.0000284}="" data-ignore-a11y-check=""""></mattext>",8.9437e+09;4.4718e+07,numerical_tolerance
12 × 1.3 =,15.6;0.078,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{220}{430}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B220%7D%7B430%7D%3D?scale=1.5"" alt=""LaTeX: \frac{220}{430}="" data-equation-content=""\frac{220}{430}="" data-ignore-a11y-check=""""></mattext>",0.51163;0.0025581,numerical_tolerance
0.00000651 × 296000 =,1.927;0.0096348,numerical_tolerance
1800 × 1740 =,3.132e+06;15660,numerical_tolerance
