question,correct_answers,incorrect_answers,question_type
"Which reactant is in excess when 0.12 g of Na react with 0.18 g of H<sub>2</sub>O?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Na(s)+2H_{2}O(l)\leftrightarrows{}2NaOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Na%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2NaOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Na(s)+2H_{2}O(l)\leftrightarrows{}2NaOH(aq)+H_{2}(g)"" data-equation-content=""2Na(s)+2H_{2}O(l)\leftrightarrows{}2NaOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2O,Na,multiple_choice
"Which reactant is limiting when 0.00424 mol of Mg react with 0.0147 mol of HF?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HF%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgF_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" data-equation-content=""2HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Mg,HF,multiple_choice
"Which reactant is limiting when 1.0 g of NaOH react with 2.303 g of CuSO<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/CuSO_%7B4%7D%28aq%29%2B2NaOH%28aq%29%5Cleftrightarrows%7B%7DCu%28OH%29_%7B2%7D%28s%29%2BNa_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-equation-content=""CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",NaOH,CuSO4,multiple_choice
"Which reactant is limiting when 0.2810 mol of O<sub>2</sub> react with 3.31 g of C<sub>2</sub>H<sub>6</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C_{2}H_{6}(g)+7O_{2}(g)\leftrightarrows{}4CO_{2}(g)+6H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/2C_%7B2%7DH_%7B6%7D%28g%29%2B7O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4CO_%7B2%7D%28g%29%2B6H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 2C_{2}H_{6}(g)+7O_{2}(g)\leftrightarrows{}4CO_{2}(g)+6H_{2}O(g)"" data-equation-content=""2C_{2}H_{6}(g)+7O_{2}(g)\leftrightarrows{}4CO_{2}(g)+6H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,C2H6,multiple_choice
"Which reactant is in excess when 3.34 g of NaIO<sub>3</sub> react with 1.176 g of Th(NO<sub>3</sub>)<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Th%28NO_%7B3%7D%29_%7B4%7D%28aq%29%2B4NaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DTh%28IO_%7B3%7D%29_%7B4%7D%28s%29%2B4NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-equation-content=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",NaIO3,Th(NO3)4,multiple_choice
"Which reactant is limiting when 0.6919 g of Rb react with 0.1683 g of H<sub>2</sub>O?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Rb%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2RbOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" data-equation-content=""2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Rb,H2O,multiple_choice
"Which reactant is limiting when 0.0065 mol of NH<sub>3</sub> react with 0.0150 mol of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/4NH_%7B3%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4NO%28g%29%2B6H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-equation-content=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",NH3,O2,multiple_choice
"Which reactant is limiting when 10.1 g of H<sub>2</sub>SO<sub>4</sub> react with 7.05 g of CaCl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}CaSO_{4}(s)+2HCl(aq)"" src=""https://weber.instructure.com/equation_images/CaCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DCaSO_%7B4%7D%28s%29%2B2HCl%28aq%29?scale=1.5"" alt=""LaTeX: CaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}CaSO_{4}(s)+2HCl(aq)"" data-equation-content=""CaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}CaSO_{4}(s)+2HCl(aq)"" data-ignore-a11y-check=""""></mattext>",CaCl2,H2SO4,multiple_choice
"Which reactant is in excess when 0.0030 mol of NaI react with 0.46 g of Br<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2NaI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NaBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+I_{2}(s)"" data-equation-content=""2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",Br2,NaI,multiple_choice
"Which reactant is in excess when 0.000537 mol of Pb(NO<sub>3</sub>)<sub>2</sub> react with 0.121 g of NaCl?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+2NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/2NaCl%28aq%29%2BPb%28NO_%7B3%7D%29_%7B2%7D%28aq%29%5Cleftrightarrows%7B%7DPbCl_%7B2%7D%28s%29%2B2NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+2NaNO_{3}(aq)"" data-equation-content=""2NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+2NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",NaCl,Pb(NO3)2,multiple_choice
"Which reactant is in excess when 0.407 mol of O<sub>2</sub> react with 3.97 g of NH<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/4NH_%7B3%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4NO%28g%29%2B6H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-equation-content=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,NH3,multiple_choice
"Which reactant is limiting when 1.37 g of K react with 1.2 g of H<sub>2</sub>O?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2K(s)+2H_{2}O(l)\leftrightarrows{}2KOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2K%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2KOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2K(s)+2H_{2}O(l)\leftrightarrows{}2KOH(aq)+H_{2}(g)"" data-equation-content=""2K(s)+2H_{2}O(l)\leftrightarrows{}2KOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",K,H2O,multiple_choice
"Which reactant is limiting when 0.0033 mol of Ca react with 0.125 g of HCl?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HCl%28aq%29%2BCa%28s%29%5Cleftrightarrows%7B%7DCaCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" data-equation-content=""2HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",HCl,Ca,multiple_choice
"Which reactant is in excess when 0.0257 mol of K react with 0.0182 mol of H<sub>2</sub>O?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2K(s)+2H_{2}O(l)\leftrightarrows{}2KOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2K%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2KOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2K(s)+2H_{2}O(l)\leftrightarrows{}2KOH(aq)+H_{2}(g)"" data-equation-content=""2K(s)+2H_{2}O(l)\leftrightarrows{}2KOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",K,H2O,multiple_choice
"Which reactant is limiting when 0.34 mol of O<sub>2</sub> react with 0.22 mol of NH<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/4NH_%7B3%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4NO%28g%29%2B6H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-equation-content=""4NH_{3}(g)+5O_{2}(g)\leftrightarrows{}4NO(g)+6H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",NH3,O2,multiple_choice
"Which reactant is in excess when 0.176 g of Sr react with 0.260 g of HCl?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HCl%28aq%29%2BSr%28s%29%5Cleftrightarrows%7B%7DSrCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" data-equation-content=""2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",HCl,Sr,multiple_choice
"Which reactant is limiting when 0.66 mol of Sr react with 0.1820 mol of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Sr(s)+O_{2}(g)\leftrightarrows{}2SrO(s)"" src=""https://weber.instructure.com/equation_images/2Sr%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2SrO%28s%29?scale=1.5"" alt=""LaTeX: 2Sr(s)+O_{2}(g)\leftrightarrows{}2SrO(s)"" data-equation-content=""2Sr(s)+O_{2}(g)\leftrightarrows{}2SrO(s)"" data-ignore-a11y-check=""""></mattext>",O2,Sr,multiple_choice
"Which reactant is in excess when 1.378 g of H<sub>2</sub>SO<sub>4</sub> react with 3.2 g of SrCl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+2HCl(aq)"" src=""https://weber.instructure.com/equation_images/SrCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DSrSO_%7B4%7D%28s%29%2B2HCl%28aq%29?scale=1.5"" alt=""LaTeX: SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+2HCl(aq)"" data-equation-content=""SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+2HCl(aq)"" data-ignore-a11y-check=""""></mattext>",SrCl2,H2SO4,multiple_choice
"Which reactant is in excess when 0.006221 mol of Mg react with 0.004312 mol of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Mg(s)+O_{2}(g)\leftrightarrows{}2MgO(s)"" src=""https://weber.instructure.com/equation_images/2Mg%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2MgO%28s%29?scale=1.5"" alt=""LaTeX: 2Mg(s)+O_{2}(g)\leftrightarrows{}2MgO(s)"" data-equation-content=""2Mg(s)+O_{2}(g)\leftrightarrows{}2MgO(s)"" data-ignore-a11y-check=""""></mattext>",O2,Mg,multiple_choice
"Which reactant is limiting when 0.00480 mol of KI react with 0.00448 mol of Cl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2KI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2KCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" data-equation-content=""2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",KI,Cl2,multiple_choice
"Which reactant is in excess when 0.00325 mol of H<sub>2</sub>SO<sub>4</sub> react with 0.189 g of LiOH?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7DSO_%7B4%7D%28aq%29%2B2LiOH%28aq%29%5Cleftrightarrows%7B%7DLi_%7B2%7DSO_%7B4%7D%28aq%29%2B2H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" data-equation-content=""H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",LiOH,H2SO4,multiple_choice
"Which reactant is in excess when 0.01008 mol of H<sub>2</sub>S react with 0.007579 mol of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2H_%7B2%7DS%28g%29%2B3O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29%2B2SO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-equation-content=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2S,O2,multiple_choice
"Which reactant is in excess when 2.30 g of H<sub>3</sub>PO<sub>4</sub> react with 2.57 g of Ca?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Ca%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DCa_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Ca,H3PO4,multiple_choice
"Which reactant is in excess when 0.01456 mol of K react with 0.30 g of S?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2K%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DK_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-equation-content=""2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",S,K,multiple_choice
"Which reactant is in excess when 0.084 mol of FeO react with 0.0500 mol of C?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C(s)+4FeO(s)\leftrightarrows{}4Fe(s)+2CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2C%28s%29%2B4FeO%28s%29%5Cleftrightarrows%7B%7D4Fe%28s%29%2B2CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2C(s)+4FeO(s)\leftrightarrows{}4Fe(s)+2CO_{2}(g)"" data-equation-content=""2C(s)+4FeO(s)\leftrightarrows{}4Fe(s)+2CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",C,FeO,multiple_choice
"Which reactant is in excess when 0.240 g of S react with 0.448 g of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" src=""https://weber.instructure.com/equation_images/S%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DSO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" data-equation-content=""S(s)+O_{2}(g)\leftrightarrows{}SO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",O2,S,multiple_choice
"Which reactant is limiting when 2.943 g of H<sub>2</sub>SO<sub>4</sub> react with 9.478 g of SrCl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+2HCl(aq)"" src=""https://weber.instructure.com/equation_images/SrCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DSrSO_%7B4%7D%28s%29%2B2HCl%28aq%29?scale=1.5"" alt=""LaTeX: SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+2HCl(aq)"" data-equation-content=""SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+2HCl(aq)"" data-ignore-a11y-check=""""></mattext>",H2SO4,SrCl2,multiple_choice
"Which reactant is in excess when 0.01155 mol of Sr react with 0.97 g of H<sub>3</sub>PO<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Sr%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DSr_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H3PO4,Sr,multiple_choice
"Which reactant is in excess when 1.970 g of O<sub>2</sub> react with 0.7799 g of H<sub>2</sub>S?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2H_%7B2%7DS%28g%29%2B3O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29%2B2SO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-equation-content=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",O2,H2S,multiple_choice
"Which reactant is in excess when 0.0023 mol of Br<sub>2</sub> react with 0.0088 mol of KI?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2KI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2KBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-equation-content=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",KI,Br2,multiple_choice
"Which reactant is limiting when 0.0134 mol of HCl react with 0.01059 mol of Mg?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HCl(aq)+Mg(s)\leftrightarrows{}MgCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HCl%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HCl(aq)+Mg(s)\leftrightarrows{}MgCl_{2}(aq)+H_{2}(g)"" data-equation-content=""2HCl(aq)+Mg(s)\leftrightarrows{}MgCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",HCl,Mg,multiple_choice
"Which reactant is limiting when 0.024 mol of H<sub>2</sub> react with 0.184 g of N<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" src=""https://weber.instructure.com/equation_images/N_%7B2%7D%28g%29%2B3H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NH_%7B3%7D%28g%29?scale=1.5"" alt=""LaTeX: N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" data-equation-content=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" data-ignore-a11y-check=""""></mattext>",N2,H2,multiple_choice
"Which reactant is in excess when 0.004897 mol of CO<sub>2</sub> react with 0.0096 mol of Ca(OH)<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Ca%28OH%29_%7B2%7D%28aq%29%2BCO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCaCO_%7B3%7D%28s%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-equation-content=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Ca(OH)2,CO2,multiple_choice
"Which reactant is in excess when 0.152 g of HCl react with 0.1289 g of Ca?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HCl%28aq%29%2BCa%28s%29%5Cleftrightarrows%7B%7DCaCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" data-equation-content=""2HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Ca,HCl,multiple_choice
"Which reactant is in excess when 0.0683 mol of Al react with 0.06998 mol of CuCl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" src=""https://weber.instructure.com/equation_images/2Al%28s%29%2B3CuCl_%7B2%7D%28aq%29%5Cleftrightarrows%7B%7D2AlCl_%7B3%7D%28aq%29%2B3Cu%28s%29?scale=1.5"" alt=""LaTeX: 2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" data-equation-content=""2Al(s)+3CuCl_{2}(aq)\leftrightarrows{}2AlCl_{3}(aq)+3Cu(s)"" data-ignore-a11y-check=""""></mattext>",Al,CuCl2,multiple_choice
