question,correct_answers
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.004745325,0.071 ± 0.005;0.071±0.005;7.1e-2 ± 5e-3;7.1e-2±5e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.107391305,0.36 ± 0.11;0.36±0.11;3.6e-1 ± 1.1e-1;3.6e-1±1.1e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 21.127276777,8.0e2 ± 20;8.0e2±20;8.0e2 ± 2e1;8.0e2±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.000036385,0.36385 ± 0.00004;0.36385±0.00004;3.6385e-1 ± 4e-5;3.6385e-1±4e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.000060592,0.28815 ± 0.00006;0.28815±0.00006;2.8815e-1 ± 6e-5;2.8815e-1±6e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.000563377,0.2881 ± 0.0006;0.2881±0.0006;2.881e-1 ± 6e-4;2.881e-1±6e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.351440047 ± 0.035497865,2.35 ± 0.04;2.35±0.04;2.35e0 ± 4e-2;2.35e0±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 8.578022362,10. ± 9;10.±9;9.5e0 ± 9e0;9.5e0±9e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 16.534939931,40 ± 20;40±20;4e1 ± 2e1;4e1±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 163.128790346,800 ± 200;800±200;8e2 ± 2e2;8e2±2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.000391586,1.8622 ± 0.0004;1.8622±0.0004;1.8622e0 ± 4e-4;1.8622e0±4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.018199006,0.04 ± 0.02;0.04±0.02;4e-2 ± 2e-2;4e-2±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.002696146,0.011 ± 0.003;0.011±0.003;1.1e-2 ± 3e-3;1.1e-2±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.021232233,1.17 ± 0.02;1.17±0.02;1.17e0 ± 2e-2;1.17e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 398.082735412 ± 18.324605123,4.0e2 ± 20;4.0e2±20;4.0e2 ± 2e1;4.0e2±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 0.982780120,502.7 ± 1.0;502.7±1.0;5.027e2 ± 9.8e-1;5.027e2±9.8e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.013889752 ± 0.000174126,0.0139 ± 0.0002;0.0139±0.0002;1.39e-2 ± 2e-4;1.39e-2±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.015784789,0.02 ± 0.02;0.02±0.02;2e-2 ± 2e-2;2e-2±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.015413953,3.75 ± 0.02;3.75±0.02;3.75e0 ± 2e-2;3.75e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 187.338257685,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 0.562807508,502.7 ± 0.6;502.7±0.6;5.027e2 ± 6e-1;5.027e2±6e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.000305263,0.0353 ± 0.0003;0.0353±0.0003;3.53e-2 ± 3e-4;3.53e-2±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.009821156,98.212 ± 0.010;98.212±0.010;9.8212e1 ± 9.8e-3;9.8212e1±9.8e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.005279721,1.862 ± 0.005;1.862±0.005;1.862e0 ± 5e-3;1.862e0±5e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.474790480 ± 0.002394488,1.475 ± 0.002;1.475±0.002;1.475e0 ± 2e-3;1.475e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.003940643,0.071 ± 0.004;0.071±0.004;7.1e-2 ± 4e-3;7.1e-2±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.228200182 ± 0.046448092,0.23 ± 0.05;0.23±0.05;2.3e-1 ± 5e-2;2.3e-1±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 0.388116610,502.7 ± 0.4;502.7±0.4;5.027e2 ± 4e-1;5.027e2±4e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 0.092039570,634.71 ± 0.09;634.71±0.09;6.3471e2 ± 9e-2;6.3471e2±9e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.000079596,0.07109 ± 0.00008;0.07109±0.00008;7.109e-2 ± 8e-5;7.109e-2±8e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000138444,0.02796 ± 0.00014;0.02796±0.00014;2.796e-2 ± 1.4e-4;2.796e-2±1.4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.000318833,0.0175 ± 0.0003;0.0175±0.0003;1.75e-2 ± 3e-4;1.75e-2±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.059114735,1.86 ± 0.06;1.86±0.06;1.86e0 ± 6e-2;1.86e0±6e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.143317740,3.75 ± 0.14;3.75±0.14;3.75e0 ± 1.4e-1;3.75e0±1.4e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1012.000000000 ± 18.397027636,1010 ± 20;1010±20;1.01e3 ± 2e1;1.01e3±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 10.411470495,62 ± 10.;62±10.;6.2e1 ± 1.0e1;6.2e1±1.0e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.036062379,98.21 ± 0.04;98.21±0.04;9.821e1 ± 4e-2;9.821e1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.000043642,0.14312 ± 0.00004;0.14312±0.00004;1.4312e-1 ± 4e-5;1.4312e-1±4e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.000116336,0.45943 ± 0.00012;0.45943±0.00012;4.5943e-1 ± 1.2e-4;4.5943e-1±1.2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.136677487,2.97 ± 0.14;2.97±0.14;2.97e0 ± 1.4e-1;2.97e0±1.4e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000017930,0.02796 ± 0.00002;0.02796±0.00002;2.796e-2 ± 2e-5;2.796e-2±2e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.010671597,9.531 ± 0.011;9.531±0.011;9.531e0 ± 1.1e-2;9.531e0±1.1e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.000110509,0.14312 ± 0.00011;0.14312±0.00011;1.4312e-1 ± 1.1e-4;1.4312e-1±1.1e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 0.007747253,30.595 ± 0.008;30.595±0.008;3.0595e1 ± 8e-3;3.0595e1±8e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.351440047 ± 0.051475418,2.35 ± 0.05;2.35±0.05;2.35e0 ± 5e-2;2.35e0±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.008861976,9.531 ± 0.009;9.531±0.009;9.531e0 ± 9e-3;9.531e0±9e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 20.961263135,120 ± 20;120±20;1.2e2 ± 2e1;1.2e2±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.004214395,9.531 ± 0.004;9.531±0.004;9.531e0 ± 4e-3;9.531e0±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.001664337,9.531 ± 0.002;9.531±0.002;9.531e0 ± 2e-3;9.531e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 177.955114855,200 ± 200;200±200;2e2 ± 2e2;2e2±2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.037517274,19.19 ± 0.04;19.19±0.04;1.919e1 ± 4e-2;1.919e1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.000001921,0.011000 ± 0.000002;0.011000±0.000002;1.1000e-2 ± 2e-6;1.1000e-2±2e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.000066622,0.45943 ± 0.00007;0.45943±0.00007;4.5943e-1 ± 7e-5;4.5943e-1±7e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 0.047748434,156.59 ± 0.05;156.59±0.05;1.5659e2 ± 5e-2;1.5659e2±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.004035017,19.189 ± 0.004;19.189±0.004;1.9189e1 ± 4e-3;1.9189e1±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.000001921,0.011000 ± 0.000002;0.011000±0.000002;1.1000e-2 ± 2e-6;1.1000e-2±2e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.007045987,19.189 ± 0.007;19.189±0.007;1.9189e1 ± 7e-3;1.9189e1±7e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.002085052,1.862 ± 0.002;1.862±0.002;1.862e0 ± 2e-3;1.862e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 1.630184808,157 ± 2;157±2;1.57e2 ± 2e0;1.57e2±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 48.781731489 ± 0.007073834,48.782 ± 0.007;48.782±0.007;4.8782e1 ± 7e-3;4.8782e1±7e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 474.373708032,600 ± 500;600±500;6e2 ± 5e2;6e2±5e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.013853802,0.143 ± 0.014;0.143±0.014;1.43e-1 ± 1.4e-2;1.43e-1±1.4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.000028589,0.04459 ± 0.00003;0.04459±0.00003;4.459e-2 ± 3e-5;4.459e-2±3e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.000751848,2.9692 ± 0.0008;2.9692±0.0008;2.9692e0 ± 8e-4;2.9692e0±8e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.228200182 ± 0.012649580,0.228 ± 0.013;0.228±0.013;2.28e-1 ± 1.3e-2;2.28e-1±1.3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.113347151 ± 0.000266864,0.1133 ± 0.0003;0.1133±0.0003;1.133e-1 ± 3e-4;1.133e-1±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000508355,0.0280 ± 0.0005;0.0280±0.0005;2.80e-2 ± 5e-4;2.80e-2±5e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.043426337,98.21 ± 0.04;98.21±0.04;9.821e1 ± 4e-2;9.821e1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.000086830,0.01754 ± 0.00009;0.01754±0.00009;1.754e-2 ± 9e-5;1.754e-2±9e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 5.151025022,12 ± 5;12±5;1.2e1 ± 5e0;1.2e1±5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.000065579,0.01100 ± 0.00007;0.01100±0.00007;1.100e-2 ± 7e-5;1.100e-2±7e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.001580976,2.969 ± 0.002;2.969±0.002;2.969e0 ± 2e-3;2.969e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.013889752 ± 0.000022552,0.01389 ± 0.00002;0.01389±0.00002;1.389e-2 ± 2e-5;1.389e-2±2e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 147.778634218,2.0e2 ± 150;2.0e2±150;2.0e2 ± 1.5e2;2.0e2±1.5e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.103226743,1.86 ± 0.10;1.86±0.10;1.86e0 ± 1.0e-1;1.86e0±1.0e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 5.753759895,801 ± 6;801±6;8.01e2 ± 6e0;8.01e2±6e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 15.196663584 ± 0.332670449,15.2 ± 0.3;15.2±0.3;1.52e1 ± 3e-1;1.52e1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.196638506,0.5 ± 0.2;0.5±0.2;5e-1 ± 2e-1;5e-1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 48.655475824,5.0e2 ± 50;5.0e2±50;5.0e2 ± 5e1;5.0e2±5e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 0.015659077,156.59 ± 0.02;156.59±0.02;1.5659e2 ± 2e-2;1.5659e2±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.413488917,0.5 ± 0.4;0.5±0.4;5e-1 ± 4e-1;5e-1±4e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.724892137,1.2 ± 0.7;1.2±0.7;1.2e0 ± 7e-1;1.2e0±7e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.348832700,19.2 ± 0.3;19.2±0.3;1.92e1 ± 3e-1;1.92e1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.021400393,7.55 ± 0.02;7.55±0.02;7.55e0 ± 2e-2;7.55e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 89.090453557,630 ± 90;630±90;6.3e2 ± 9e1;6.3e2±9e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.061499649,0.36 ± 0.06;0.36±0.06;3.6e-1 ± 6e-2;3.6e-1±6e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 235.621671878,300 ± 200;300±200;3e2 ± 2e2;3e2±2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 147.778634218,2.0e2 ± 150;2.0e2±150;2.0e2 ± 1.5e2;2.0e2±1.5e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 1.530318160,3 ± 2;3±2;3e0 ± 2e0;3e0±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 8.310676019,315 ± 8;315±8;3.15e2 ± 8e0;3.15e2±8e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 0.120907507,156.59 ± 0.12;156.59±0.12;1.5659e2 ± 1.2e-1;1.5659e2±1.2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 0.675065127,197.7 ± 0.7;197.7±0.7;1.977e2 ± 7e-1;1.977e2±7e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.015112936,0.04 ± 0.02;0.04±0.02;4e-2 ± 2e-2;4e-2±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 5.191821248,78 ± 5;78±5;7.8e1 ± 5e0;7.8e1±5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.000095096,0.01100 ± 0.00010;0.01100±0.00010;1.100e-2 ± 9.5e-5;1.100e-2±9.5e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 5.977795859 ± 0.001822779,5.978 ± 0.002;5.978±0.002;5.978e0 ± 2e-3;5.978e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.351440047 ± 0.003170425,2.351 ± 0.003;2.351±0.003;2.351e0 ± 3e-3;2.351e0±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.215358224,0.3 ± 0.2;0.3±0.2;3e-1 ± 2e-1;3e-1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.065255138,7.55 ± 0.07;7.55±0.07;7.55e0 ± 7e-2;7.55e0±7e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 0.333985229,38.6 ± 0.3;38.6±0.3;3.86e1 ± 3e-1;3.86e1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 0.183845874,197.7 ± 0.2;197.7±0.2;1.977e2 ± 2e-1;1.977e2±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000350566,0.0280 ± 0.0004;0.0280±0.0004;2.80e-2 ± 4e-4;2.80e-2±4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 8.645960478,62 ± 9;62±9;6.2e1 ± 9e0;6.2e1±9e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 34.906874483,9.8e1 ± 30;9.8e1±30;9.8e1 ± 3e1;9.8e1±3e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 0.220515782,77.8 ± 0.2;77.8±0.2;7.78e1 ± 2e-1;7.78e1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.010137093,2.969 ± 0.010;2.969±0.010;2.969e0 ± 1.0e-2;2.969e0±1.0e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.003640939,1.862 ± 0.004;1.862±0.004;1.862e0 ± 4e-3;1.862e0±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.705075466,98.2 ± 0.7;98.2±0.7;9.82e1 ± 7e-1;9.82e1±7e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 5.977795859 ± 0.003182955,5.978 ± 0.003;5.978±0.003;5.978e0 ± 3e-3;5.978e0±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 0.151470824,30.6 ± 0.2;30.6±0.2;3.06e1 ± 2e-1;3.06e1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.056299590 ± 0.000008164,0.056300 ± 0.000008;0.056300±0.000008;5.6300e-2 ± 8e-6;5.6300e-2±8e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.001432208,0.7325 ± 0.0014;0.7325±0.0014;7.325e-1 ± 1.4e-3;7.325e-1±1.4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 24.229911852 ± 0.173950167,24.2 ± 0.2;24.2±0.2;2.42e1 ± 2e-1;2.42e1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.000294584,0.4594 ± 0.0003;0.4594±0.0003;4.594e-1 ± 3e-4;4.594e-1±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 24.229911852 ± 0.530417457,24.2 ± 0.5;24.2±0.5;2.42e1 ± 5e-1;2.42e1±5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 0.037963861,315.26 ± 0.04;315.26±0.04;3.1526e2 ± 4e-2;3.1526e2±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000004883,0.027964 ± 0.000005;0.027964±0.000005;2.7964e-2 ± 5e-6;2.7964e-2±5e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.000670438,0.0175 ± 0.0007;0.0175±0.0007;1.75e-2 ± 7e-4;1.75e-2±7e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.056299590 ± 0.000006780,0.056300 ± 0.000007;0.056300±0.000007;5.6300e-2 ± 7e-6;5.6300e-2±7e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.000356141,1.1680 ± 0.0004;1.1680±0.0004;1.1680e0 ± 4e-4;1.1680e0±4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 0.031402087,124.01 ± 0.03;124.01±0.03;1.2401e2 ± 3e-2;1.2401e2±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 7.123416654,10. ± 7;10.±7;9.5e0 ± 7e0;9.5e0±7e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 0.030065511,249.67 ± 0.03;249.67±0.03;2.4967e2 ± 3e-2;2.4967e2±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.000021763,0.18072 ± 0.00002;0.18072±0.00002;1.8072e-1 ± 2e-5;1.8072e-1±2e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.000133076,0.14312 ± 0.00013;0.14312±0.00013;1.4312e-1 ± 1.3e-4;1.4312e-1±1.3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.089765368 ± 0.000047797,0.08977 ± 0.00005;0.08977±0.00005;8.977e-2 ± 5e-5;8.977e-2±5e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 12.537498654,62 ± 13;62±13;6.2e1 ± 1.3e1;6.2e1±1.3e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.549644222,1.9 ± 0.5;1.9±0.5;1.9e0 ± 5e-1;1.9e0±5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.093882857,1.17 ± 0.09;1.17±0.09;1.17e0 ± 9e-2;1.17e0±9e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 0.293128112,315.3 ± 0.3;315.3±0.3;3.153e2 ± 3e-1;3.153e2±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.010422003,0.035 ± 0.010;0.035±0.010;3.5e-2 ± 1.0e-2;3.5e-2±1.0e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 0.532513773,61.6 ± 0.5;61.6±0.5;6.16e1 ± 5e-1;6.16e1±5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.000294584,0.4594 ± 0.0003;0.4594±0.0003;4.594e-1 ± 3e-4;4.594e-1±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 0.035920415,38.63 ± 0.04;38.63±0.04;3.863e1 ± 4e-2;3.863e1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.045178322,19.19 ± 0.05;19.19±0.05;1.919e1 ± 5e-2;1.919e1±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.089765368 ± 0.002366321,0.090 ± 0.002;0.090±0.002;9.0e-2 ± 2e-3;9.0e-2±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 15.196663584 ± 0.005580075,15.197 ± 0.006;15.197±0.006;1.5197e1 ± 6e-3;1.5197e1±6e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 0.253241885,61.6 ± 0.3;61.6±0.3;6.16e1 ± 3e-1;6.16e1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000138444,0.02796 ± 0.00014;0.02796±0.00014;2.796e-2 ± 1.4e-4;2.796e-2±1.4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 0.425064783,315.3 ± 0.4;315.3±0.4;3.153e2 ± 4e-1;3.153e2±4e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.030910524,2.97 ± 0.03;2.97±0.03;2.97e0 ± 3e-2;2.97e0±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.056299590 ± 0.000017167,0.05630 ± 0.00002;0.05630±0.00002;5.630e-2 ± 2e-5;5.630e-2±2e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 398.082735412 ± 12.636795906,398 ± 13;398±13;3.98e2 ± 1.3e1;3.98e2±1.3e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 0.264499873,30.6 ± 0.3;30.6±0.3;3.06e1 ± 3e-1;3.06e1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 0.063221368,249.67 ± 0.06;249.67±0.06;2.4967e2 ± 6e-2;2.4967e2±6e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 101.909341420,2.0e2 ± 1.0e2;2.0e2±1.0e2;2.0e2 ± 1.0e2;2.0e2±1.0e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 0.509848229,124.0 ± 0.5;124.0±0.5;1.240e2 ± 5e-1;1.240e2±5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.000268978,0.7325 ± 0.0003;0.7325±0.0003;7.325e-1 ± 3e-4;7.325e-1±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.165237588,7.5 ± 0.2;7.5±0.2;7.5e0 ± 2e-1;7.5e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 16.600289329,9.8e1 ± 20;9.8e1±20;9.8e1 ± 2e1;9.8e1±2e1
