question,correct_answers,question_type
"Calculate the pH of a 0.0045 M solution of propanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{3}H_{6}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B3%7DH_%7B6%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{3}H_{6}O_{2}"" data-equation-content=""C_{3}H_{6}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",3.62;3.62e0;3.62E0;3.6;3.6e0;3.6E0;3.622;3.622e0;3.622E0,short_answer
"Calculate the pH of a 0.0046 M solution of sodium acetate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{2}H_{3}O_{2}"" data-equation-content=""NaC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",8.21;8.21e0;8.21E0;8.2;8.2e0;8.2E0;8.210;8.210e0;8.210E0,short_answer
"Calculate the pH of a 0.002 M solution of ammonia, <mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D?scale=1.5"" alt=""LaTeX: NH_{3}"" data-equation-content=""NH_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.245"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.245?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.245"" data-equation-content=""p_{Ka1}=9.245"" data-ignore-a11y-check=""""></mattext>",10.25;1.025e1;1.025E1;10.3;1.03e1;1.03E1;10.253;1.0253e1;1.0253E1,short_answer
"Calculate the pH of a 0.002 M solution of sodium propanoate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{3}H_{5}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B3%7DH_%7B5%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{3}H_{5}O_{2}"" data-equation-content=""NaC_{3}H_{5}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",8.09;8.09e0;8.09E0;8.1;8.1e0;8.1E0;8.089;8.089e0;8.089E0,short_answer
"Calculate the pH of a 0.05 M solution of formic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{2}O_{2}"" src=""https://weber.instructure.com/equation_images/CH_%7B2%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: CH_{2}O_{2}"" data-equation-content=""CH_{2}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.744"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.744?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.744"" data-equation-content=""p_{Ka1}=3.744"" data-ignore-a11y-check=""""></mattext>",2.54;2.54e0;2.54E0;2.5;2.5e0;2.5E0;2.536;2.536e0;2.536E0,short_answer
"Calculate the pH of a 0.0045 M solution of aniline HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{8}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B8%7DNCl?scale=1.5"" alt=""LaTeX: C_{6}H_{8}NCl"" data-equation-content=""C_{6}H_{8}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",3.49;3.49e0;3.49E0;3.5;3.5e0;3.5E0;3.490;3.490e0;3.490E0,short_answer
"Calculate the pH of a 0.0219 M solution of benzylamine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{7}H_{9}N"" src=""https://weber.instructure.com/equation_images/C_%7B7%7DH_%7B9%7DN?scale=1.5"" alt=""LaTeX: C_{7}H_{9}N"" data-equation-content=""C_{7}H_{9}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.35"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.35?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.35"" data-equation-content=""p_{Ka1}=9.35"" data-ignore-a11y-check=""""></mattext>",10.84;1.084e1;1.084E1;10.8;1.08e1;1.08E1;10.838;1.0838e1;1.0838E1,short_answer
"Calculate the pH of a 0.02 M solution of hydrofluoric acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HF"" src=""https://weber.instructure.com/equation_images/HF?scale=1.5"" alt=""LaTeX: HF"" data-equation-content=""HF"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.17"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.17?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.17"" data-equation-content=""p_{Ka1}=3.17"" data-ignore-a11y-check=""""></mattext>",2.47;2.47e0;2.47E0;2.5;2.5e0;2.5E0;2.474;2.474e0;2.474E0,short_answer
"Calculate the pH of a 0.091 M solution of pyridine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{6}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B6%7DNCl?scale=1.5"" alt=""LaTeX: C_{5}H_{6}NCl"" data-equation-content=""C_{5}H_{6}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=5.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D5.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=5.2"" data-equation-content=""p_{Ka1}=5.2"" data-ignore-a11y-check=""""></mattext>",3.12;3.12e0;3.12E0;3.1;3.1e0;3.1E0;3.122;3.122e0;3.122E0,short_answer
"Calculate the pH of a 0.054 M solution of pyridine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{6}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B6%7DNCl?scale=1.5"" alt=""LaTeX: C_{5}H_{6}NCl"" data-equation-content=""C_{5}H_{6}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=5.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D5.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=5.2"" data-equation-content=""p_{Ka1}=5.2"" data-ignore-a11y-check=""""></mattext>",3.24;3.24e0;3.24E0;3.2;3.2e0;3.2E0;3.236;3.236e0;3.236E0,short_answer
"Calculate the pH of a 0.020 M solution of aniline, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{7}N"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B7%7DN?scale=1.5"" alt=""LaTeX: C_{6}H_{7}N"" data-equation-content=""C_{6}H_{7}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",8.45;8.45e0;8.45E0;8.5;8.5e0;8.5E0;8.451;8.451e0;8.451E0,short_answer
"Calculate the pH of a 0.072 M solution of acetic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{2}H_{4}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B2%7DH_%7B4%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{2}H_{4}O_{2}"" data-equation-content=""C_{2}H_{4}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",2.95;2.95e0;2.95E0;3.0;3.0e0;3.0E0;2.953;2.953e0;2.953E0,short_answer
"Calculate the pH of a 0.038 M solution of aniline, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{7}N"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B7%7DN?scale=1.5"" alt=""LaTeX: C_{6}H_{7}N"" data-equation-content=""C_{6}H_{7}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",8.59;8.59e0;8.59E0;8.6;8.6e0;8.6E0;8.591;8.591e0;8.591E0,short_answer
"Calculate the pH of a 0.0104 M solution of nitrous acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_{2}"" src=""https://weber.instructure.com/equation_images/HNO_%7B2%7D?scale=1.5"" alt=""LaTeX: HNO_{2}"" data-equation-content=""HNO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.15"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.15?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.15"" data-equation-content=""p_{Ka1}=3.15"" data-ignore-a11y-check=""""></mattext>",2.62;2.62e0;2.62E0;2.6;2.6e0;2.6E0;2.623;2.623e0;2.623E0,short_answer
"Calculate the pH of a 0.0351 M solution of acetic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{2}H_{4}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B2%7DH_%7B4%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{2}H_{4}O_{2}"" data-equation-content=""C_{2}H_{4}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",3.11;3.11e0;3.11E0;3.1;3.1e0;3.1E0;3.110;3.110e0;3.110E0,short_answer
"Calculate the pH of a 0.027 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.20;3.20e0;3.20E0;3.2;3.2e0;3.2E0;3.198;3.198e0;3.198E0,short_answer
"Calculate the pH of a 0.06 M solution of ammonia, <mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D?scale=1.5"" alt=""LaTeX: NH_{3}"" data-equation-content=""NH_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.245"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.245?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.245"" data-equation-content=""p_{Ka1}=9.245"" data-ignore-a11y-check=""""></mattext>",11.01;1.101e1;1.101E1;11.0;1.10e1;1.10E1;11.008;1.1008e1;1.1008E1,short_answer
"Calculate the pH of a 0.0548 M solution of piperidine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{11}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B11%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{11}N"" data-equation-content=""C_{5}H_{11}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",11.90;1.190e1;1.190E1;11.9;1.19e1;1.19E1;11.898;1.1898e1;1.1898E1,short_answer
"Calculate the pH of a 0.0550 M solution of bromoacetic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""BrC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/BrC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: BrC_{2}H_{3}O_{2}"" data-equation-content=""BrC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.902"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.902?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.902"" data-equation-content=""p_{Ka1}=2.902"" data-ignore-a11y-check=""""></mattext>",2.11;2.11e0;2.11E0;2.1;2.1e0;2.1E0;2.114;2.114e0;2.114E0,short_answer
"Calculate the pH of a 0.003 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",6.25;6.25e0;6.25E0;6.3;6.3e0;6.3E0;6.253;6.253e0;6.253E0,short_answer
"Calculate the pH of a 0.02 M solution of piperidine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{11}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B11%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{11}N"" data-equation-content=""C_{5}H_{11}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",11.66;1.166e1;1.166E1;11.7;1.17e1;1.17E1;11.657;1.1657e1;1.1657E1,short_answer
"Calculate the pH of a 0.00117 M solution of bromoacetic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""BrC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/BrC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: BrC_{2}H_{3}O_{2}"" data-equation-content=""BrC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.902"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.902?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.902"" data-equation-content=""p_{Ka1}=2.902"" data-ignore-a11y-check=""""></mattext>",3.13;3.13e0;3.13E0;3.1;3.1e0;3.1E0;3.133;3.133e0;3.133E0,short_answer
"Calculate the pH of a 0.01 M solution of aniline HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{8}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B8%7DNCl?scale=1.5"" alt=""LaTeX: C_{6}H_{8}NCl"" data-equation-content=""C_{6}H_{8}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",3.31;3.31e0;3.31E0;3.3;3.3e0;3.3E0;3.311;3.311e0;3.311E0,short_answer
"Calculate the pH of a 0.0034 M solution of formic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{2}O_{2}"" src=""https://weber.instructure.com/equation_images/CH_%7B2%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: CH_{2}O_{2}"" data-equation-content=""CH_{2}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.744"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.744?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.744"" data-equation-content=""p_{Ka1}=3.744"" data-ignore-a11y-check=""""></mattext>",3.16;3.16e0;3.16E0;3.2;3.2e0;3.2E0;3.156;3.156e0;3.156E0,short_answer
"Calculate the pH of a 0.002 M solution of ammonia, <mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D?scale=1.5"" alt=""LaTeX: NH_{3}"" data-equation-content=""NH_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.245"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.245?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.245"" data-equation-content=""p_{Ka1}=9.245"" data-ignore-a11y-check=""""></mattext>",10.25;1.025e1;1.025E1;10.3;1.03e1;1.03E1;10.253;1.0253e1;1.0253E1,short_answer
"Calculate the pH of a 0.047 M solution of hydrofluoric acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HF"" src=""https://weber.instructure.com/equation_images/HF?scale=1.5"" alt=""LaTeX: HF"" data-equation-content=""HF"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.17"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.17?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.17"" data-equation-content=""p_{Ka1}=3.17"" data-ignore-a11y-check=""""></mattext>",2.27;2.27e0;2.27E0;2.3;2.3e0;2.3E0;2.275;2.275e0;2.275E0,short_answer
"Calculate the pH of a 0.02 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",5.85;5.85e0;5.85E0;5.8;5.8e0;5.8E0;5.847;5.847e0;5.847E0,short_answer
"Calculate the pH of a 0.06 M solution of sodium propanoate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{3}H_{5}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B3%7DH_%7B5%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{3}H_{5}O_{2}"" data-equation-content=""NaC_{3}H_{5}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",8.83;8.83e0;8.83E0;8.8;8.8e0;8.8E0;8.826;8.826e0;8.826E0,short_answer
"Calculate the pH of a 0.031 M solution of pyridine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{5}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B5%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{5}N"" data-equation-content=""C_{5}H_{5}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=5.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D5.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=5.2"" data-equation-content=""p_{Ka1}=5.2"" data-ignore-a11y-check=""""></mattext>",8.85;8.85e0;8.85E0;8.8;8.8e0;8.8E0;8.846;8.846e0;8.846E0,short_answer
"Calculate the pH of a 0.0011 M solution of formic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{2}O_{2}"" src=""https://weber.instructure.com/equation_images/CH_%7B2%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: CH_{2}O_{2}"" data-equation-content=""CH_{2}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.744"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.744?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.744"" data-equation-content=""p_{Ka1}=3.744"" data-ignore-a11y-check=""""></mattext>",3.44;3.44e0;3.44E0;3.4;3.4e0;3.4E0;3.439;3.439e0;3.439E0,short_answer
"Calculate the pH of a 0.0011 M solution of sodium acetate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{2}H_{3}O_{2}"" data-equation-content=""NaC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",7.90;7.90e0;7.90E0;7.9;7.9e0;7.9E0;7.902;7.902e0;7.902E0,short_answer
"Calculate the pH of a 0.0035 M solution of formic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{2}O_{2}"" src=""https://weber.instructure.com/equation_images/CH_%7B2%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: CH_{2}O_{2}"" data-equation-content=""CH_{2}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.744"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.744?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.744"" data-equation-content=""p_{Ka1}=3.744"" data-ignore-a11y-check=""""></mattext>",3.15;3.15e0;3.15E0;3.1;3.1e0;3.1E0;3.149;3.149e0;3.149E0,short_answer
"Calculate the pH of a 0.00241 M solution of benzylamine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{7}H_{10}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B7%7DH_%7B10%7DNCl?scale=1.5"" alt=""LaTeX: C_{7}H_{10}NCl"" data-equation-content=""C_{7}H_{10}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.35"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.35?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.35"" data-equation-content=""p_{Ka1}=9.35"" data-ignore-a11y-check=""""></mattext>",5.98;5.98e0;5.98E0;6.0;6.0e0;6.0E0;5.982;5.982e0;5.982E0,short_answer
"Calculate the pH of a 0.016 M solution of nitrous acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_{2}"" src=""https://weber.instructure.com/equation_images/HNO_%7B2%7D?scale=1.5"" alt=""LaTeX: HNO_{2}"" data-equation-content=""HNO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.15"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.15?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.15"" data-equation-content=""p_{Ka1}=3.15"" data-ignore-a11y-check=""""></mattext>",2.52;2.52e0;2.52E0;2.5;2.5e0;2.5E0;2.519;2.519e0;2.519E0,short_answer
"Calculate the pH of a 0.04 M solution of pyridine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{5}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B5%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{5}N"" data-equation-content=""C_{5}H_{5}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=5.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D5.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=5.2"" data-equation-content=""p_{Ka1}=5.2"" data-ignore-a11y-check=""""></mattext>",8.90;8.90e0;8.90E0;8.9;8.9e0;8.9E0;8.901;8.901e0;8.901E0,short_answer
"Calculate the pH of a 0.01 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",6.00;6.00e0;6.00E0;6.0;6.0e0;6.0E0;5.996;5.996e0;5.996E0,short_answer
