question,correct_answers,question_type
"Calculate the number of moles of Cu formed by flowing a current of 9.42 A into a solution for 6.51 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCu%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DCu%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" data-equation-content=""2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0191;1.91e-2;1.91E-2;.0191;0.019;1.9e-2;1.9E-2;.019;0.01907;1.907e-2;1.907E-2;.01907,short_answer
"Calculate the number of moles of Cr(OH)3 formed by flowing a current of 2.99 A into a solution for 8.47 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BCrO_%7B4%7D%5E%7B2-%7D%2B4H_%7B2%7DO%5Cleftrightarrows%7B%7DCr%28OH%29_%7B3%7D%28s%29%2B5OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" data-equation-content=""3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.00525;5.25e-3;5.25E-3;.00525;0.0052;5.2e-3;5.2E-3;.0052;0.005250;5.250e-3;5.250E-3;.005250,short_answer
"Calculate the number of moles of Ba formed by flowing a current of 2.0 A into a solution for 7.01 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Ba^{2+}\leftrightarrows{}Ba(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBa%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DBa%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Ba^{2+}\leftrightarrows{}Ba(s)"" data-equation-content=""2e^{-}+Ba^{2+}\leftrightarrows{}Ba(s)"" data-ignore-a11y-check=""""></mattext>",0.0044;4.4e-3;4.4E-3;.0044;0.004;4e-3;4E-3;.004;0.00436;4.36e-3;4.36E-3;.00436,short_answer
"Calculate the number of moles of PbO formed by flowing a current of 6.5 A into a solution for 9.2 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BPb_%7B3%7DO_%7B4%7D%28s%29%2BH_%7B2%7DO%5Cleftrightarrows%7B%7D3PbO%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" data-equation-content=""2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.056;5.6e-2;5.6E-2;.056;0.06;6e-2;6E-2;.06;0.0558;5.58e-2;5.58E-2;.0558,short_answer
"Calculate the number of moles of Ca formed by flowing a current of 5.0 A into a solution for 13 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Ca^{2+}\leftrightarrows{}Ca(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCa%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DCa%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Ca^{2+}\leftrightarrows{}Ca(s)"" data-equation-content=""2e^{-}+Ca^{2+}\leftrightarrows{}Ca(s)"" data-ignore-a11y-check=""""></mattext>",0.020;2.0e-2;2.0E-2;.020;0.02;2e-2;2E-2;.02;0.0202;2.02e-2;2.02E-2;.0202,short_answer
"Calculate the number of moles of Be formed by flowing a current of 1.23 A into a solution for 21 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBe%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DBe%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" data-equation-content=""2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" data-ignore-a11y-check=""""></mattext>",0.0080;8.0e-3;8.0E-3;.0080;0.008;8e-3;8E-3;.008;0.00803;8.03e-3;8.03E-3;.00803,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 1.48 A into a solution for 15.2 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Mn%5E%7B2%2B%7D%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-equation-content=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0140;1.40e-2;1.40E-2;.0140;0.014;1.4e-2;1.4E-2;.014;0.01399;1.399e-2;1.399E-2;.01399,short_answer
"Calculate the number of moles of H3AsO3 formed by flowing a current of 1.89 A into a solution for 20. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+H_{3}AsO_{4}+2H^{+}\leftrightarrows{}H_{3}AsO_{3}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BH_%7B3%7DAsO_%7B4%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DH_%7B3%7DAsO_%7B3%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+H_{3}AsO_{4}+2H^{+}\leftrightarrows{}H_{3}AsO_{3}+H_{2}O"" data-equation-content=""2e^{-}+H_{3}AsO_{4}+2H^{+}\leftrightarrows{}H_{3}AsO_{3}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.012;1.2e-2;1.2E-2;.012;0.01;1e-2;1E-2;.01;0.0118;1.18e-2;1.18E-2;.0118,short_answer
"Calculate the number of moles of Cu formed by flowing a current of 9.8 A into a solution for 16 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cu^{+}\leftrightarrows{}Cu(s)"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCu%5E%7B%2B%7D%5Cleftrightarrows%7B%7DCu%28s%29?scale=1.5"" alt=""LaTeX: e^{-}+Cu^{+}\leftrightarrows{}Cu(s)"" data-equation-content=""e^{-}+Cu^{+}\leftrightarrows{}Cu(s)"" data-ignore-a11y-check=""""></mattext>",0.098;9.8e-2;9.8E-2;.098;0.10;1.0e-1;1.0E-1;.10;0.0975;9.75e-2;9.75E-2;.0975,short_answer
"Calculate the number of moles of Sb formed by flowing a current of 8.799 A into a solution for 10.4 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BSb_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Sb%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-equation-content=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0190;1.90e-2;1.90E-2;.0190;0.019;1.9e-2;1.9E-2;.019;0.01897;1.897e-2;1.897E-2;.01897,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 7.9 A into a solution for 27 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBr_%7B3%7D%5E%7B-%7D%5Cleftrightarrows%7B%7D3Br%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-equation-content=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-ignore-a11y-check=""""></mattext>",0.20;2.0e-1;2.0E-1;.20;0.2;2e-1;2E-1;.2;0.199;1.99e-1;1.99E-1;.199,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 3.9 A into a solution for 4.92 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+MnO_{2}(s)+4H^{+}\leftrightarrows{}Mn^{2+}+2H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMnO_%7B2%7D%28s%29%2B4H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DMn%5E%7B2%2B%7D%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+MnO_{2}(s)+4H^{+}\leftrightarrows{}Mn^{2+}+2H_{2}O"" data-equation-content=""2e^{-}+MnO_{2}(s)+4H^{+}\leftrightarrows{}Mn^{2+}+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0060;6.0e-3;6.0E-3;.0060;0.006;6e-3;6E-3;.006;0.00597;5.97e-3;5.97E-3;.00597,short_answer
"Calculate the number of moles of HOCl formed by flowing a current of 9.934 A into a solution for 14.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+HClO_{2}+2H^{+}\leftrightarrows{}HOCl+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BHClO_%7B2%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DHOCl%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+HClO_{2}+2H^{+}\leftrightarrows{}HOCl+H_{2}O"" data-equation-content=""2e^{-}+HClO_{2}+2H^{+}\leftrightarrows{}HOCl+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0457;4.57e-2;4.57E-2;.0457;0.046;4.6e-2;4.6E-2;.046;0.04571;4.571e-2;4.571E-2;.04571,short_answer
"Calculate the number of moles of Mn formed by flowing a current of 6.96 A into a solution for 1.23 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DMn%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" data-equation-content=""2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.00266;2.66e-3;2.66E-3;.00266;0.0027;2.7e-3;2.7E-3;.0027;0.002662;2.662e-3;2.662E-3;.002662,short_answer
"Calculate the number of moles of Co formed by flowing a current of 9.95 A into a solution for 12 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCo%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DCo%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-equation-content=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.037;3.7e-2;3.7E-2;.037;0.04;4e-2;4E-2;.04;0.0371;3.71e-2;3.71E-2;.0371,short_answer
"Calculate the number of moles of ClO2- formed by flowing a current of 6.9 A into a solution for 13 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BClO_%7B2%7D%5Cleftrightarrows%7B%7DClO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-equation-content=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-ignore-a11y-check=""""></mattext>",0.056;5.6e-2;5.6E-2;.056;0.06;6e-2;6E-2;.06;0.0558;5.58e-2;5.58E-2;.0558,short_answer
"Calculate the number of moles of Cr++ formed by flowing a current of 0.575 A into a solution for 28.9 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-equation-content=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-ignore-a11y-check=""""></mattext>",0.0103;1.03e-2;1.03E-2;.0103;0.010;1.0e-2;1.0E-2;.010;0.01033;1.033e-2;1.033E-2;.01033,short_answer
"Calculate the number of moles of B formed by flowing a current of 6.96 A into a solution for 12.9 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+B(OH)_{3}+3H^{+}\leftrightarrows{}B(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BB%28OH%29_%7B3%7D%2B3H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DB%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 3e^{-}+B(OH)_{3}+3H^{+}\leftrightarrows{}B(s)+3H_{2}O"" data-equation-content=""3e^{-}+B(OH)_{3}+3H^{+}\leftrightarrows{}B(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0186;1.86e-2;1.86E-2;.0186;0.019;1.9e-2;1.9E-2;.019;0.01861;1.861e-2;1.861E-2;.01861,short_answer
"Calculate the number of moles of Sb formed by flowing a current of 4.94 A into a solution for 19.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+SbO^{+}+2H^{+}\leftrightarrows{}Sb(s)+H_{2}O"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BSbO%5E%7B%2B%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DSb%28s%29%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 3e^{-}+SbO^{+}+2H^{+}\leftrightarrows{}Sb(s)+H_{2}O"" data-equation-content=""3e^{-}+SbO^{+}+2H^{+}\leftrightarrows{}Sb(s)+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0200;2.00e-2;2.00E-2;.0200;0.020;2.0e-2;2.0E-2;.020;0.01997;1.997e-2;1.997E-2;.01997,short_answer
"Calculate the number of moles of ClO3- formed by flowing a current of 2.3 A into a solution for 10. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+ClO_{4}^{-}+2H^{+}\leftrightarrows{}ClO_{3}^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BClO_%7B4%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DClO_%7B3%7D%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+ClO_{4}^{-}+2H^{+}\leftrightarrows{}ClO_{3}^{-}+H_{2}O"" data-equation-content=""2e^{-}+ClO_{4}^{-}+2H^{+}\leftrightarrows{}ClO_{3}^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0072;7.2e-3;7.2E-3;.0072;0.007;7e-3;7E-3;.007;0.00715;7.15e-3;7.15E-3;.00715,short_answer
"Calculate the number of moles of Co formed by flowing a current of 5.9 A into a solution for 13.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCo%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DCo%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-equation-content=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.025;2.5e-2;2.5E-2;.025;0.03;3e-2;3E-2;.03;0.0253;2.53e-2;2.53E-2;.0253,short_answer
"Calculate the number of moles of Fe formed by flowing a current of 3.05 A into a solution for 2.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BFe%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DFe%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" data-equation-content=""2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" data-ignore-a11y-check=""""></mattext>",0.0027;2.7e-3;2.7E-3;.0027;0.003;3e-3;3E-3;.003;0.00266;2.66e-3;2.66E-3;.00266,short_answer
"Calculate the number of moles of Hf formed by flowing a current of 4.4 A into a solution for 15.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4e^{-}+HfO_{2}(s)+4H^{+}\leftrightarrows{}Hf(s)+2H_{2}O"" src=""https://weber.instructure.com/equation_images/4e%5E%7B-%7D%2BHfO_%7B2%7D%28s%29%2B4H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DHf%28s%29%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 4e^{-}+HfO_{2}(s)+4H^{+}\leftrightarrows{}Hf(s)+2H_{2}O"" data-equation-content=""4e^{-}+HfO_{2}(s)+4H^{+}\leftrightarrows{}Hf(s)+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.011;1.1e-2;1.1E-2;.011;0.01;1e-2;1E-2;.01;0.0108;1.08e-2;1.08E-2;.0108,short_answer
"Calculate the number of moles of Fe++ formed by flowing a current of 8.3 A into a solution for 23 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BFeOH%5E%7B2%2B%7D%2BH%5E%7B%2B%7D%5Cleftrightarrows%7B%7DFe%5E%7B2%2B%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" data-equation-content=""e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.12;1.2e-1;1.2E-1;.12;0.1;1e-1;1E-1;.1;0.119;1.19e-1;1.19E-1;.119,short_answer
"Calculate the number of moles of Al formed by flowing a current of 0.1328 A into a solution for 3.28 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BAl%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DAl%28s%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-equation-content=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-ignore-a11y-check=""""></mattext>",0.0000903;9.03e-5;9.03E-5;.0000903;0.000090;9.0e-5;9.0E-5;.000090;0.00009029;9.029e-5;9.029E-5;.00009029,short_answer
"Calculate the number of moles of Pb++ formed by flowing a current of 9.33 A into a solution for 20. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+PbO_{2}(s)+4H^{+}\leftrightarrows{}Pb^{2+}+2H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BPbO_%7B2%7D%28s%29%2B4H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DPb%5E%7B2%2B%7D%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+PbO_{2}(s)+4H^{+}\leftrightarrows{}Pb^{2+}+2H_{2}O"" data-equation-content=""2e^{-}+PbO_{2}(s)+4H^{+}\leftrightarrows{}Pb^{2+}+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.058;5.8e-2;5.8E-2;.058;0.06;6e-2;6E-2;.06;0.0580;5.80e-2;5.80E-2;.0580,short_answer
"Calculate the number of moles of B2H6 formed by flowing a current of 4.52 A into a solution for 5.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+2B(s)+6H^{+}\leftrightarrows{}B_{2}H_{6}(g)"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2B2B%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DB_%7B2%7DH_%7B6%7D%28g%29?scale=1.5"" alt=""LaTeX: 6e^{-}+2B(s)+6H^{+}\leftrightarrows{}B_{2}H_{6}(g)"" data-equation-content=""6e^{-}+2B(s)+6H^{+}\leftrightarrows{}B_{2}H_{6}(g)"" data-ignore-a11y-check=""""></mattext>",0.0026;2.6e-3;2.6E-3;.0026;0.003;3e-3;3E-3;.003;0.00262;2.62e-3;2.62E-3;.00262,short_answer
"Calculate the number of moles of Cr(OH)3 formed by flowing a current of 8.95 A into a solution for 11.7 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BCrO_%7B4%7D%5E%7B2-%7D%2B4H_%7B2%7DO%5Cleftrightarrows%7B%7DCr%28OH%29_%7B3%7D%28s%29%2B5OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" data-equation-content=""3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0217;2.17e-2;2.17E-2;.0217;0.022;2.2e-2;2.2E-2;.022;0.02171;2.171e-2;2.171E-2;.02171,short_answer
"Calculate the number of moles of ClO3- formed by flowing a current of 7.3 A into a solution for 15.2 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+ClO_{4}^{-}+2H^{+}\leftrightarrows{}ClO_{3}^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BClO_%7B4%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DClO_%7B3%7D%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+ClO_{4}^{-}+2H^{+}\leftrightarrows{}ClO_{3}^{-}+H_{2}O"" data-equation-content=""2e^{-}+ClO_{4}^{-}+2H^{+}\leftrightarrows{}ClO_{3}^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.035;3.5e-2;3.5E-2;.035;0.03;3e-2;3E-2;.03;0.0345;3.45e-2;3.45E-2;.0345,short_answer
"Calculate the number of moles of Mn(OH)2 formed by flowing a current of 2.01 A into a solution for 10.7 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{3}O_{4}(s)+2H^{+}+2H_{2}O\leftrightarrows{}3Mn(OH)_{2}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B3%7DO_%7B4%7D%28s%29%2B2H%5E%7B%2B%7D%2B2H_%7B2%7DO%5Cleftrightarrows%7B%7D3Mn%28OH%29_%7B2%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{3}O_{4}(s)+2H^{+}+2H_{2}O\leftrightarrows{}3Mn(OH)_{2}"" data-equation-content=""2e^{-}+Mn_{3}O_{4}(s)+2H^{+}+2H_{2}O\leftrightarrows{}3Mn(OH)_{2}"" data-ignore-a11y-check=""""></mattext>",0.0201;2.01e-2;2.01E-2;.0201;0.020;2.0e-2;2.0E-2;.020;0.02006;2.006e-2;2.006E-2;.02006,short_answer
"Calculate the number of moles of Cr(OH)3 formed by flowing a current of 5.4 A into a solution for 8.58 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BCrO_%7B4%7D%5E%7B2-%7D%2B4H_%7B2%7DO%5Cleftrightarrows%7B%7DCr%28OH%29_%7B3%7D%28s%29%2B5OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" data-equation-content=""3e^{-}+CrO_{4}^{2-}+4H_{2}O\leftrightarrows{}Cr(OH)_{3}(s)+5OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0096;9.6e-3;9.6E-3;.0096;0.010;1.0e-2;1.0E-2;.010;0.00960;9.60e-3;9.60E-3;.00960,short_answer
"Calculate the number of moles of MnO4-- formed by flowing a current of 3.342 A into a solution for 3.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+MnO_{4}^{-}\leftrightarrows{}MnO_{4}^{2-}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BMnO_%7B4%7D%5E%7B-%7D%5Cleftrightarrows%7B%7DMnO_%7B4%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: e^{-}+MnO_{4}^{-}\leftrightarrows{}MnO_{4}^{2-}"" data-equation-content=""e^{-}+MnO_{4}^{-}\leftrightarrows{}MnO_{4}^{2-}"" data-ignore-a11y-check=""""></mattext>",0.0075;7.5e-3;7.5E-3;.0075;0.007;7e-3;7E-3;.007;0.00748;7.48e-3;7.48E-3;.00748,short_answer
