question,correct_answers,question_type
"Does the following measurement agree with the known value of 3.4 s at the 50 % confidence level?<br>3.2 ± 0.9 s, n = 25",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>120 ± 50 W, n = 3<br>Use the ± symbol in your answer.",100 ± 900;100±900;1e2 ± 9e2;1e2±9e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>700 ± 300 kg, n = 120<br>Use the ± symbol in your answer.",7.0e2 ± 20;7.0e2±20;7.0e2 ± 2e1;7.0e2±2e1,short_answer
"Is the value 1500 A in the 99 % confidence interval for the following measurement?<br>2.8e3 ± 9e2 A, n = 8",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.0155 ± 0.0008 km, n = 25<br>Use the ± symbol in your answer.",0.0155 ± 0.0004;0.0155±0.0004;1.55e-2 ± 4e-4;1.55e-2±4e-4,short_answer
"Does the following measurement agree with the known value of 6 kV at the 95 % confidence level?<br>12 ± 5 kV, n = 8",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 50 ms at the 99 % confidence level?<br>72 ± 8 ms, n = 5",No;no;N;n,short_answer
"Is the value 0.229 Torr in the 99.9 % confidence interval for the following measurement?<br>0.213 ± 0.008 Torr, n = 9",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>6.6 ± 0.9 mM, n = 40<br>Use the ± symbol in your answer.",6.60 ± 0.10;6.60±0.10;6.60e0 ± 1.0e-1;6.60e0±1.0e-1,short_answer
"Is the value 1.0 V in the 99.9 % confidence interval for the following measurement?<br>0.6 ± 0.3 V, n = 9",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.33 W at the 90 % confidence level?<br>0.27 ± 0.11 W, n = 15",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.028 ± 0.002 nm, n = 20<br>Use the ± symbol in your answer.",0.028 ± 0.002;0.028±0.002;2.8e-2 ± 2e-3;2.8e-2±2e-3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>5.00 ± 0.19 yr, n = 20<br>Use the ± symbol in your answer.",5.0 ± 0.2;5.0±0.2;5.0e0 ± 2e-1;5.0e0±2e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.65 ± 0.15 L, n = 15<br>Use the ± symbol in your answer.",1.65 ± 0.03;1.65±0.03;1.65e0 ± 3e-2;1.65e0±3e-2,short_answer
"Is the value 1.0e3 atm in the 90 % confidence interval for the following measurement?<br>810 ± 150 atm, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>2.5e3 ± 6e2 V, n = 40<br>Use the ± symbol in your answer.",2500 ± 200;2500±200;2.5e3 ± 2e2;2.5e3±2e2,short_answer
"Does the following measurement agree with the known value of 200 s at the 99.9 % confidence level?<br>790 ± 140 s, n = 5",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>480 ± 30 yr, n = 6<br>Use the ± symbol in your answer.",480 ± 30;480±30;4.8e2 ± 3e1;4.8e2±3e1,short_answer
"Is the value 0.40 mmHg in the 95 % confidence interval for the following measurement?<br>0.45 ± 0.11 mmHg, n = 30",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>9.0e2 ± 190 Pa, n = 120<br>Use the ± symbol in your answer.",9.0e2 ± 60;9.0e2±60;9.0e2 ± 6e1;9.0e2±6e1,short_answer
"Is the value -0e0 kPa in the 99.9 % confidence interval for the following measurement?<br>9e3 ± 4e3 kPa, n = 5",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>290 ± 50 kg, n = 6<br>Use the ± symbol in your answer.",290. ± 15;290.±15;2.90e2 ± 1.5e1;2.90e2±1.5e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>6.9 ± 0.6 m, n = 4<br>Use the ± symbol in your answer.",7 ± 2;7±2;7e0 ± 2e0;7e0±2e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.4 ± 0.6 kPa, n = 120<br>Use the ± symbol in your answer.",2.40 ± 0.11;2.40±0.11;2.40e0 ± 1.1e-1;2.40e0±1.1e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.9e3 ± 7e2 K, n = 20<br>Use the ± symbol in your answer.",1900 ± 600;1900±600;1.9e3 ± 6e2;1.9e3±6e2,short_answer
"Does the following measurement agree with the known value of 1400 nm at the 50 % confidence level?<br>1.3e3 ± 4e2 nm, n = 7",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>6.5 ± 0.4 h, n = 4<br>Use the ± symbol in your answer.",6.5 ± 1.2;6.5±1.2;6.5e0 ± 1.2e0;6.5e0±1.2e0,short_answer
"Is the value 240 mbar in the 99.9 % confidence interval for the following measurement?<br>257 ± 15 mbar, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.011 ± 0.004 g, n = 60<br>Use the ± symbol in your answer.",0.0110 ± 0.0010;0.0110±0.0010;1.10e-2 ± 1.0e-3;1.10e-2±1.0e-3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.9 ± 1.1 A, n = 20<br>Use the ± symbol in your answer.",2.9 ± 0.2;2.9±0.2;2.9e0 ± 2e-1;2.9e0±2e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>380 ± 50 mol, n = 10<br>Use the ± symbol in your answer.",380. ± 11;380.±11;3.80e2 ± 1.1e1;3.80e2±1.1e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>22 ± 5 bar, n = 40<br>Use the ± symbol in your answer.",22 ± 2;22±2;2.2e1 ± 2e0;2.2e1±2e0,short_answer
"Does the following measurement agree with the known value of 0.035 kV at the 50 % confidence level?<br>0.034 ± 0.007 kV, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>150 ± 30 Torr, n = 40<br>Use the ± symbol in your answer.",150. ± 8;150.±8;1.50e2 ± 8e0;1.50e2±8e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>9 ± 2 atm, n = 20<br>Use the ± symbol in your answer.",9.0 ± 0.9;9.0±0.9;9.0e0 ± 9e-1;9.0e0±9e-1,short_answer
"Does the following measurement agree with the known value of 1.9 cal at the 99 % confidence level?<br>1.5 ± 0.4 cal, n = 15",No;no;N;n,short_answer
"Is the value -0.4 mol in the 99.9 % confidence interval for the following measurement?<br>0.08 ± 0.03 mol, n = 3",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 16 mbar at the 50 % confidence level?<br>15 ± 3 mbar, n = 5",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.023 M at the 50 % confidence level?<br>0.024 ± 0.008 M, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>4.3 ± 1.4 mL, n = 25<br>Use the ± symbol in your answer.",4.3 ± 0.2;4.3±0.2;4.3e0 ± 2e-1;4.3e0±2e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>10. ± 4 Pa, n = 10<br>Use the ± symbol in your answer.",10. ± 6;10.±6;1.0e1 ± 6e0;1.0e1±6e0,short_answer
"Does the following measurement agree with the known value of 7 A at the 99.9 % confidence level?<br>11 ± 4 A, n = 20",No;no;N;n,short_answer
"Is the value 230 mmHg in the 95 % confidence interval for the following measurement?<br>240 ± 20 mmHg, n = 40",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>3.5e3 ± 8e2 K, n = 60<br>Use the ± symbol in your answer.",3500 ± 400;3500±400;3.5e3 ± 4e2;3.5e3±4e2,short_answer
"Is the value 78 atm in the 99 % confidence interval for the following measurement?<br>66 ± 11 atm, n = 10",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 1.1e4 ms at the 99.9 % confidence level?<br>8e3 ± 3e3 ms, n = 20",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.51 ± 0.19 N, n = 30<br>Use the ± symbol in your answer.",0.51 ± 0.13;0.51±0.13;5.1e-1 ± 1.3e-1;5.1e-1±1.3e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.0 ± 0.2 h, n = 60<br>Use the ± symbol in your answer.",2.00 ± 0.02;2.00±0.02;2.00e0 ± 2e-2;2.00e0±2e-2,short_answer
"Does the following measurement agree with the known value of 300 km at the 90 % confidence level?<br>480 ± 190 km, n = 3",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 55 bar at the 99.9 % confidence level?<br>47 ± 3 bar, n = 9",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.15 ± 0.05 h, n = 5<br>Use the ± symbol in your answer.",0.15 ± 0.05;0.15±0.05;1.5e-1 ± 5e-2;1.5e-1±5e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.65 ± 0.14 mM, n = 9<br>Use the ± symbol in your answer.",1.65 ± 0.11;1.65±0.11;1.65e0 ± 1.1e-1;1.65e0±1.1e-1,short_answer
"Is the value 1.0e2 N in the 90 % confidence interval for the following measurement?<br>80 ± 40 N, n = 10",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.9 ± 0.2 Torr, n = 30<br>Use the ± symbol in your answer.",1.90 ± 0.13;1.90±0.13;1.90e0 ± 1.3e-1;1.90e0±1.3e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>120 ± 30 ms, n = 5<br>Use the ± symbol in your answer.",120 ± 120;120±120;1.2e2 ± 1.2e2;1.2e2±1.2e2,short_answer
"Does the following measurement agree with the known value of 35 s at the 99 % confidence level?<br>27 ± 12 s, n = 40",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.29 ± 0.12 kg, n = 30<br>Use the ± symbol in your answer.",0.29 ± 0.04;0.29±0.04;2.9e-1 ± 4e-2;2.9e-1±4e-2,short_answer
"Does the following measurement agree with the known value of 3 K at the 90 % confidence level?<br>6.4 ± 1.9 K, n = 3",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 1.7 mL at the 90 % confidence level?<br>1.5 ± 0.6 mL, n = 60",No;no;N;n,short_answer
"Is the value 0.49 kV in the 99.9 % confidence interval for the following measurement?<br>0.48 ± 0.02 kV, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.4e3 ± 1.0e3 Hz, n = 15<br>Use the ± symbol in your answer.",2400 ± 600;2400±600;2.4e3 ± 6e2;2.4e3±6e2,short_answer
"Does the following measurement agree with the known value of 230 kcal at the 99.9 % confidence level?<br>201 ± 13 kcal, n = 7",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>65 ± 3 ms, n = 6<br>Use the ± symbol in your answer.",65 ± 5;65±5;6.5e1 ± 5e0;6.5e1±5e0,short_answer
"Does the following measurement agree with the known value of 360 ns at the 90 % confidence level?<br>340 ± 50 ns, n = 60",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.20 W at the 99 % confidence level?<br>0.15 ± 0.06 W, n = 20",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.15 ± 0.02 s, n = 120<br>Use the ± symbol in your answer.",0.150 ± 0.006;0.150±0.006;1.50e-1 ± 6e-3;1.50e-1±6e-3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.6 ± 1.2 mmHg, n = 25<br>Use the ± symbol in your answer.",2.6 ± 0.2;2.6±0.2;2.6e0 ± 2e-1;2.6e0±2e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.9 ± 0.3 ns, n = 9<br>Use the ± symbol in your answer.",1.9 ± 0.5;1.9±0.5;1.9e0 ± 5e-1;1.9e0±5e-1,short_answer
"Does the following measurement agree with the known value of 3.2 V at the 99.9 % confidence level?<br>3.42 ± 0.19 V, n = 15",No;no;N;n,short_answer
"Is the value 210 K in the 90 % confidence interval for the following measurement?<br>190 ± 80 K, n = 25",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>14.6 ± 1.2 mbar, n = 25<br>Use the ± symbol in your answer.",14.6 ± 0.4;14.6±0.4;1.46e1 ± 4e-1;1.46e1±4e-1,short_answer
"Is the value 320 V in the 95 % confidence interval for the following measurement?<br>310 ± 60 V, n = 40",Yes;yes;Y;y,short_answer
"Is the value 48 kPa in the 50 % confidence interval for the following measurement?<br>50. ± 12 kPa, n = 40",No;no;N;n,short_answer
"Is the value 12 N in the 50 % confidence interval for the following measurement?<br>13 ± 6 N, n = 25",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 580 s at the 90 % confidence level?<br>560 ± 40 s, n = 15",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>16.9 ± 1.3 V, n = 4<br>Use the ± symbol in your answer.",17 ± 2;17±2;1.7e1 ± 2e0;1.7e1±2e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>100. ± 17 cal, n = 60<br>Use the ± symbol in your answer.",100. ± 4;100.±4;1.00e2 ± 4e0;1.00e2±4e0,short_answer
"Does the following measurement agree with the known value of 0.069 Torr at the 50 % confidence level?<br>0.070 ± 0.004 Torr, n = 8",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>88 ± 8 N, n = 5<br>Use the ± symbol in your answer.",88 ± 8;88±8;8.8e1 ± 8e0;8.8e1±8e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>68 ± 15 bar, n = 60<br>Use the ± symbol in your answer.",68.0 ± 1.3;68.0±1.3;6.80e1 ± 1.3e0;6.80e1±1.3e0,short_answer
"Is the value 3750 s in the 95 % confidence interval for the following measurement?<br>3.73e3 ± 6e1 s, n = 40",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.047 nm at the 95 % confidence level?<br>0.051 ± 0.006 nm, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>60 ± 20 N, n = 120<br>Use the ± symbol in your answer.",60. ± 3;60.±3;6.0e1 ± 3e0;6.0e1±3e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.10 ± 0.04 Pa, n = 120<br>Use the ± symbol in your answer.",0.100 ± 0.012;0.100±0.012;1.00e-1 ± 1.2e-2;1.00e-1±1.2e-2,short_answer
"Is the value 0.5 mA in the 99 % confidence interval for the following measurement?<br>0.34 ± 0.14 mA, n = 7",Yes;yes;Y;y,short_answer
"Is the value 0.50 cal in the 99.9 % confidence interval for the following measurement?<br>0.33 ± 0.05 cal, n = 7",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 170 m at the 90 % confidence level?<br>180 ± 20 m, n = 60",No;no;N;n,short_answer
"Is the value 6500 nm in the 99.9 % confidence interval for the following measurement?<br>4.7e3 ± 5e2 nm, n = 6",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>496 ± 18 ns, n = 4<br>Use the ± symbol in your answer.",5.0e2 ± 50;5.0e2±50;5.0e2 ± 5e1;5.0e2±5e1,short_answer
"Does the following measurement agree with the known value of 76 kPa at the 95 % confidence level?<br>75 ± 4 kPa, n = 60",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.017 ± 0.006 ms, n = 25<br>Use the ± symbol in your answer.",0.017 ± 0.002;0.017±0.002;1.7e-2 ± 2e-3;1.7e-2±2e-3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>3.81 ± 0.10 J, n = 10<br>Use the ± symbol in your answer.",3.81 ± 0.02;3.81±0.02;3.81e0 ± 2e-2;3.81e0±2e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>160 ± 70 atm, n = 6<br>Use the ± symbol in your answer.",160 ± 70;160±70;1.6e2 ± 7e1;1.6e2±7e1,short_answer
"Does the following measurement agree with the known value of 7 kJ at the 99.9 % confidence level?<br>9.9 ± 1.7 kJ, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.45 ± 0.12 atm, n = 40<br>Use the ± symbol in your answer.",1.45 ± 0.03;1.45±0.03;1.45e0 ± 3e-2;1.45e0±3e-2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.035 ± 0.017 A, n = 6<br>Use the ± symbol in your answer.",0.04 ± 0.05;0.04±0.05;4e-2 ± 5e-2;4e-2±5e-2,short_answer
"Does the following measurement agree with the known value of 0.29 M at the 50 % confidence level?<br>0.27 ± 0.11 M, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.54 ± 0.04 h, n = 10<br>Use the ± symbol in your answer.",0.540 ± 0.009;0.540±0.009;5.40e-1 ± 9e-3;5.40e-1±9e-3,short_answer
"Is the value 0.018 Hz in the 90 % confidence interval for the following measurement?<br>0.016 ± 0.008 Hz, n = 20",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>66 ± 14 ns, n = 60<br>Use the ± symbol in your answer.",66 ± 3;66±3;6.6e1 ± 3e0;6.6e1±3e0,short_answer
"Does the following measurement agree with the known value of 540 K at the 95 % confidence level?<br>390 ± 160 K, n = 8",No;no;N;n,short_answer
"Is the value 7 h in the 90 % confidence interval for the following measurement?<br>8 ± 3 h, n = 8",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>4.1e3 ± 1.9e3 m, n = 9<br>Use the ± symbol in your answer.",4100 ± 1200;4100±1200;4.1e3 ± 1.2e3;4.1e3±1.2e3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>28 ± 9 mol, n = 6<br>Use the ± symbol in your answer.",28 ± 7;28±7;2.8e1 ± 7e0;2.8e1±7e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>4.1 ± 1.0 mA, n = 6<br>Use the ± symbol in your answer.",4 ± 2;4±2;4e0 ± 2e0;4e0±2e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>171 ± 18 kcal, n = 3<br>Use the ± symbol in your answer.",170 ± 30;170±30;1.7e2 ± 3e1;1.7e2±3e1,short_answer
"Does the following measurement agree with the known value of 1.9 kPa at the 99.9 % confidence level?<br>1.1 ± 0.5 kPa, n = 15",No;no;N;n,short_answer
"Is the value 0.4 N in the 99.9 % confidence interval for the following measurement?<br>0.6 ± 0.3 N, n = 30",Yes;yes;Y;y,short_answer
"Is the value 2.1 V in the 99 % confidence interval for the following measurement?<br>1.9 ± 0.5 V, n = 60",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.033 ± 0.014 K, n = 7<br>Use the ± symbol in your answer.",0.033 ± 0.004;0.033±0.004;3.3e-2 ± 4e-3;3.3e-2±4e-3,short_answer
"Does the following measurement agree with the known value of 1100 K at the 99.9 % confidence level?<br>2.6e3 ± 3e2 K, n = 5",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.08 ± 0.02 kcal, n = 10<br>Use the ± symbol in your answer.",0.080 ± 0.004;0.080±0.004;8.0e-2 ± 4e-3;8.0e-2±4e-3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>5.8e3 ± 3e2 kcal, n = 40<br>Use the ± symbol in your answer.",5.80e3 ± 80;5.80e3±80;5.80e3 ± 8e1;5.80e3±8e1,short_answer
"Is the value 0.05 N in the 99 % confidence interval for the following measurement?<br>0.081 ± 0.017 N, n = 6",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.07 mmHg at the 95 % confidence level?<br>0.049 ± 0.016 mmHg, n = 5",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>253 ± 8 ns, n = 10<br>Use the ± symbol in your answer.",253 ± 6;253±6;2.53e2 ± 6e0;2.53e2±6e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.5e3 ± 7e2 g, n = 3<br>Use the ± symbol in your answer.",2000 ± 2000;2000±2000;2e3 ± 2e3;2e3±2e3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>5e3 ± 2e3 m, n = 60<br>Use the ± symbol in your answer.",5.0e3 ± 200;5.0e3±200;5.0e3 ± 2e2;5.0e3±2e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>9 ± 3 cal, n = 6<br>Use the ± symbol in your answer.",9 ± 3;9±3;9e0 ± 3e0;9e0±3e0,short_answer
"Is the value 160 L in the 99 % confidence interval for the following measurement?<br>110 ± 20 L, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>11 ± 5 yr, n = 60<br>Use the ± symbol in your answer.",11.0 ± 1.1;11.0±1.1;1.10e1 ± 1.1e0;1.10e1±1.1e0,short_answer
"Does the following measurement agree with the known value of 0.12 kcal at the 95 % confidence level?<br>0.08 ± 0.03 kcal, n = 7",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 3.5 L at the 90 % confidence level?<br>3.6 ± 0.4 L, n = 120",No;no;N;n,short_answer
"Is the value 0.094 cal in the 90 % confidence interval for the following measurement?<br>0.099 ± 0.007 cal, n = 8",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 16 mol at the 95 % confidence level?<br>13 ± 3 mol, n = 8",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.0243 bar at the 50 % confidence level?<br>0.0242 ± 0.0006 bar, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>310 ± 30 mL, n = 20<br>Use the ± symbol in your answer.",310. ± 14;310.±14;3.10e2 ± 1.4e1;3.10e2±1.4e1,short_answer
"Does the following measurement agree with the known value of 7 Pa at the 90 % confidence level?<br>11 ± 5 Pa, n = 6",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.9 ± 0.4 nm, n = 4<br>Use the ± symbol in your answer.",1.9 ± 0.2;1.9±0.2;1.9e0 ± 2e-1;1.9e0±2e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>10.9 ± 1.8 J, n = 120<br>Use the ± symbol in your answer.",10.90 ± 0.11;10.90±0.11;1.090e1 ± 1.1e-1;1.090e1±1.1e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>8e3 ± 2e3 g, n = 40<br>Use the ± symbol in your answer.",8.0e3 ± 500;8.0e3±500;8.0e3 ± 5e2;8.0e3±5e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.42 ± 0.15 ms, n = 25<br>Use the ± symbol in your answer.",0.42 ± 0.06;0.42±0.06;4.2e-1 ± 6e-2;4.2e-1±6e-2,short_answer
"Is the value 7000 km in the 50 % confidence interval for the following measurement?<br>8e3 ± 4e3 km, n = 4",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 160 N at the 95 % confidence level?<br>140 ± 40 N, n = 25",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 1.4 ms at the 50 % confidence level?<br>1.5 ± 0.5 ms, n = 60",No;no;N;n,short_answer
"Is the value 0.0230 Hz in the 90 % confidence interval for the following measurement?<br>0.0228 ± 0.0008 Hz, n = 30",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 7 s at the 99 % confidence level?<br>3.9 ± 1.3 s, n = 6",No;no;N;n,short_answer
"Is the value 2800 mbar in the 95 % confidence interval for the following measurement?<br>3.1e3 ± 9e2 mbar, n = 60",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.011 ± 0.005 s, n = 25<br>Use the ± symbol in your answer.",0.011 ± 0.003;0.011±0.003;1.1e-2 ± 3e-3;1.1e-2±3e-3,short_answer
"Does the following measurement agree with the known value of 2300 N at the 95 % confidence level?<br>2.7e3 ± 9e2 N, n = 20",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.3e3 ± 6e2 mmHg, n = 15<br>Use the ± symbol in your answer.",1300 ± 600;1300±600;1.3e3 ± 6e2;1.3e3±6e2,short_answer
"Is the value 260 m in the 50 % confidence interval for the following measurement?<br>270 ± 1.0e2 m, n = 15",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 1060 ms at the 99.9 % confidence level?<br>1.02e3 ± 8e1 ms, n = 20",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 30 nm at the 99.9 % confidence level?<br>37 ± 11 nm, n = 10",Yes;yes;Y;y,short_answer
"Is the value 0.014 J in the 95 % confidence interval for the following measurement?<br>0.013 ± 0.004 J, n = 60",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 20. A at the 95 % confidence level?<br>18 ± 3 A, n = 8",Yes;yes;Y;y,short_answer
"Is the value 160 L in the 90 % confidence interval for the following measurement?<br>130 ± 40 L, n = 5",Yes;yes;Y;y,short_answer
"Is the value 1.09 kcal in the 99.9 % confidence interval for the following measurement?<br>1.141 ± 0.018 kcal, n = 8",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.17 J at the 90 % confidence level?<br>0.18 ± 0.07 J, n = 60",Yes;yes;Y;y,short_answer
"Is the value 58 nm in the 99 % confidence interval for the following measurement?<br>68 ± 6 nm, n = 5",Yes;yes;Y;y,short_answer
"Is the value 61.8 bar in the 99 % confidence interval for the following measurement?<br>62.2 ± 0.7 bar, n = 25",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.094e3 ± 1.5e1 mL, n = 120<br>Use the ± symbol in your answer.",1094 ± 5;1094±5;1.094e3 ± 5e0;1.094e3±5e0,short_answer
"Is the value 300 K in the 95 % confidence interval for the following measurement?<br>600 ± 200 K, n = 4",No;no;N;n,short_answer
"Is the value 130 V in the 99.9 % confidence interval for the following measurement?<br>101 ± 18 V, n = 8",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 100 mbar at the 99 % confidence level?<br>380 ± 1.0e2 mbar, n = 5",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.023 L at the 99 % confidence level?<br>0.021 ± 0.003 L, n = 8",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.030 ± 0.003 A, n = 30<br>Use the ± symbol in your answer.",0.030 ± 0.002;0.030±0.002;3.0e-2 ± 2e-3;3.0e-2±2e-3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3.6e3 ± 1.2e3 kg, n = 4<br>Use the ± symbol in your answer.",3600 ± 1400;3600±1400;3.6e3 ± 1.4e3;3.6e3±1.4e3,short_answer
"Is the value 1100 mA in the 50 % confidence interval for the following measurement?<br>1.1e3 ± 5e2 mA, n = 60",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>2.1e3 ± 7e2 g, n = 25<br>Use the ± symbol in your answer.",2100 ± 500;2100±500;2.1e3 ± 5e2;2.1e3±5e2,short_answer
"Is the value 0.41 km in the 99.9 % confidence interval for the following measurement?<br>0.44 ± 0.14 km, n = 120",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.53 ± 0.17 yr, n = 40<br>Use the ± symbol in your answer.",0.53 ± 0.05;0.53±0.05;5.3e-1 ± 5e-2;5.3e-1±5e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.016 ± 0.004 mL, n = 10<br>Use the ± symbol in your answer.",0.0160 ± 0.0009;0.0160±0.0009;1.60e-2 ± 9e-4;1.60e-2±9e-4,short_answer
"Is the value 760 W in the 99.9 % confidence interval for the following measurement?<br>860 ± 80 W, n = 20",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.036 mL at the 99.9 % confidence level?<br>0.043 ± 0.012 mL, n = 20",Yes;yes;Y;y,short_answer
"Is the value 470 bar in the 90 % confidence interval for the following measurement?<br>550 ± 130 bar, n = 5",Yes;yes;Y;y,short_answer
