question,correct_answers,incorrect_answers,question_type
Select the element with the lower electronegativity value,Manganese,Cobalt,multiple_choice
Select the element with the lower electronegativity value,Potassium,Calcium,multiple_choice
Select the higher electronegativity element,Vanadium,Titanium,multiple_choice
Which element is the least electronegative?,Potassium,Zinc;Calcium,multiple_choice
Select the lowest electronegativity element,Potassium,Zinc;Calcium,multiple_choice
Which element is the least electronegative?,Scandium,Manganese;Titanium,multiple_choice
Select the highest electronegativity element,Manganese,Scandium;Titanium,multiple_choice
Select the element with the higher electronegativity value,Calcium,Potassium,multiple_choice
Which element is the least electronegative?,Beryllium,Boron;Copper,multiple_choice
Which element is the least electronegative?,Potassium,Zinc;Calcium,multiple_choice
Which element is less electronegative?,Manganese,Nickel,multiple_choice
Select the element with the lowest electronegativity value,Francium,Copper;Potassium,multiple_choice
Select the lower electronegativity element,Scandium,Manganese,multiple_choice
Select the element with the lower electronegativity value,Potassium,Germanium,multiple_choice
Select the element with the higher electronegativity value,Phosphorus,Aluminum,multiple_choice
Select the lower electronegativity element,Strontium,Aluminum,multiple_choice
Select the element with the higher electronegativity value,Vanadium,Scandium,multiple_choice
Which element is the most electronegative?,Copper,Potassium;Francium,multiple_choice
Which element is the least electronegative?,Titanium,Cobalt;Manganese,multiple_choice
Select the higher electronegativity element,Carbon,Lithium,multiple_choice
Select the element with the highest electronegativity value,Sulfur,Sodium;Francium,multiple_choice
Which element is the most electronegative?,Manganese,Scandium;Calcium,multiple_choice
Which element is the most electronegative?,Beryllium,Potassium;Calcium,multiple_choice
Which element is the most electronegative?,Hydrogen,Sodium;Lithium,multiple_choice
Select the element with the highest electronegativity value,Phosphorus,Potassium;Aluminum,multiple_choice
Which element is the least electronegative?,Potassium,Nitrogen;Calcium,multiple_choice
Select the lowest electronegativity element,Potassium,Carbon;Calcium,multiple_choice
Which element is more electronegative?,Aluminum,Magnesium,multiple_choice
Select the lower electronegativity element,Sulfur,Chlorine,multiple_choice
Select the element with the highest electronegativity value,Phosphorus,Copper;Francium,multiple_choice
Which element is less electronegative?,Aluminum,Silicon,multiple_choice
Which element is more electronegative?,Chlorine,Copper,multiple_choice
Select the lower electronegativity element,Cobalt,Nickel,multiple_choice
Select the higher electronegativity element,Chlorine,Copper,multiple_choice
Select the higher electronegativity element,Titanium,Scandium,multiple_choice
Select the element with the highest electronegativity value,Aluminum,Potassium;Sodium,multiple_choice
Select the element with the higher electronegativity value,Calcium,Potassium,multiple_choice
Which element is the most electronegative?,Nickel,Cobalt;Potassium,multiple_choice
Select the lower electronegativity element,Calcium,Magnesium,multiple_choice
Select the higher electronegativity element,Scandium,Strontium,multiple_choice
Select the element with the lower electronegativity value,Iron,Cobalt,multiple_choice
Which element is less electronegative?,Calcium,Manganese,multiple_choice
Select the element with the higher electronegativity value,Scandium,Calcium,multiple_choice
Select the element with the higher electronegativity value,Cobalt,Scandium,multiple_choice
Select the lower electronegativity element,Potassium,Calcium,multiple_choice
Select the lower electronegativity element,Titanium,Sulfur,multiple_choice
Select the highest electronegativity element,Chromium,Scandium;Calcium,multiple_choice
Which element is the most electronegative?,Cobalt,Vanadium;Zinc,multiple_choice
Select the element with the highest electronegativity value,Vanadium,Potassium;Scandium,multiple_choice
Select the element with the highest electronegativity value,Carbon,Aluminum;Boron,multiple_choice
Select the lowest electronegativity element,Potassium,Titanium;Calcium,multiple_choice
Select the lowest electronegativity element,Actinium,Rhenium;Tungsten,multiple_choice
Select the element with the lower electronegativity value,Potassium,Copper,multiple_choice
Select the highest electronegativity element,Nitrogen,Scandium;Magnesium,multiple_choice
Select the higher electronegativity element,Magnesium,Calcium,multiple_choice
Which element is less electronegative?,Polonium,Ruthenium,multiple_choice
Select the lowest electronegativity element,Sodium,Beryllium;Lithium,multiple_choice
Select the element with the highest electronegativity value,Manganese,Titanium;Potassium,multiple_choice
Select the lowest electronegativity element,Manganese,Cobalt;Chromium,multiple_choice
Select the element with the higher electronegativity value,Copper,Potassium,multiple_choice
Which element is more electronegative?,Beryllium,Calcium,multiple_choice
Which element is less electronegative?,Magnesium,Oxygen,multiple_choice
Which element is the most electronegative?,Vanadium,Calcium;Scandium,multiple_choice
Which element is more electronegative?,Oxygen,Lithium,multiple_choice
Which element is the most electronegative?,Iron,Potassium;Chromium,multiple_choice
Which element is the least electronegative?,Sodium,Fluorine;Magnesium,multiple_choice
Select the element with the lower electronegativity value,Scandium,Sulfur,multiple_choice
Which element is the most electronegative?,Cobalt,Zinc;Calcium,multiple_choice
Which element is less electronegative?,Vanadium,Fluorine,multiple_choice
Select the lowest electronegativity element,Potassium,Manganese;Calcium,multiple_choice
Select the element with the higher electronegativity value,Fluorine,Magnesium,multiple_choice
Select the element with the higher electronegativity value,Aluminum,Magnesium,multiple_choice
Which element is less electronegative?,Magnesium,Sulfur,multiple_choice
Which element is the most electronegative?,Boron,Calcium;Lithium,multiple_choice
Select the highest electronegativity element,Iron,Manganese;Scandium,multiple_choice
Select the lowest electronegativity element,Francium,Astatine;Lanthanum,multiple_choice
Which element is the most electronegative?,Hydrogen,Lithium;Potassium,multiple_choice
Select the higher electronegativity element,Carbon,Zinc,multiple_choice
Which element is less electronegative?,Potassium,Oxygen,multiple_choice
Which element is the most electronegative?,Cobalt,Potassium;Scandium,multiple_choice
Select the highest electronegativity element,Cobalt,Indium;Zinc,multiple_choice
Which element is the least electronegative?,Calcium,Titanium;Scandium,multiple_choice
Select the element with the higher electronegativity value,Boron,Calcium,multiple_choice
Which element is the most electronegative?,Sulfur,Vanadium;Aluminum,multiple_choice
Which element is the least electronegative?,Potassium,Beryllium;Magnesium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Boron,multiple_choice
Select the element with the highest electronegativity value,Titanium,Scandium;Cesium,multiple_choice
Select the element with the highest electronegativity value,Nickel,Manganese;Vanadium,multiple_choice
Select the element with the highest electronegativity value,Phosphorus,Silicon;Copper,multiple_choice
Which element is the most electronegative?,Copper,Cesium;Potassium,multiple_choice
Select the element with the lower electronegativity value,Aluminum,Silicon,multiple_choice
Select the element with the lower electronegativity value,Calcium,Scandium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Copper,multiple_choice
Select the element with the lower electronegativity value,Beryllium,Fluorine,multiple_choice
Select the lowest electronegativity element,Potassium,Nickel;Titanium,multiple_choice
Select the lowest electronegativity element,Calcium,Silicon;Zinc,multiple_choice
Select the element with the lower electronegativity value,Calcium,Chromium,multiple_choice
Select the lower electronegativity element,Copper,Chlorine,multiple_choice
Select the element with the higher electronegativity value,Vanadium,Potassium,multiple_choice
Select the element with the higher electronegativity value,Fluorine,Vanadium,multiple_choice
Select the lowest electronegativity element,Vanadium,Sulfur;Silicon,multiple_choice
Select the lowest electronegativity element,Strontium,Iron;Zinc,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Zinc;Calcium,multiple_choice
Which element is more electronegative?,Boron,Aluminum,multiple_choice
Select the higher electronegativity element,Carbon,Magnesium,multiple_choice
Which element is more electronegative?,Zinc,Calcium,multiple_choice
Select the element with the lower electronegativity value,Aluminum,Boron,multiple_choice
Select the element with the highest electronegativity value,Aluminum,Magnesium;Calcium,multiple_choice
Which element is the least electronegative?,Scandium,Iron;Vanadium,multiple_choice
Select the element with the highest electronegativity value,Cobalt,Calcium;Scandium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Boron,multiple_choice
Select the element with the lower electronegativity value,Titanium,Fluorine,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Chlorine;Copper,multiple_choice
Which element is the most electronegative?,Manganese,Tantalum;Potassium,multiple_choice
Which element is the most electronegative?,Zinc,Calcium;Potassium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Beryllium,multiple_choice
Select the lowest electronegativity element,Potassium,Phosphorus;Scandium,multiple_choice
Select the element with the higher electronegativity value,Chlorine,Scandium,multiple_choice
Select the element with the highest electronegativity value,Silicon,Scandium;Magnesium,multiple_choice
Which element is more electronegative?,Zinc,Potassium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Boron,multiple_choice
Select the element with the higher electronegativity value,Rhodium,Radium,multiple_choice
Select the higher electronegativity element,Manganese,Calcium,multiple_choice
Select the element with the lower electronegativity value,Titanium,Vanadium,multiple_choice
Which element is the least electronegative?,Titanium,Chlorine;Chromium,multiple_choice
Select the higher electronegativity element,Vanadium,Scandium,multiple_choice
Select the highest electronegativity element,Boron,Lithium;Aluminum,multiple_choice
Select the element with the higher electronegativity value,Hydrogen,Rubidium,multiple_choice
Which element is more electronegative?,Vanadium,Titanium,multiple_choice
Select the higher electronegativity element,Nitrogen,Lithium,multiple_choice
Which element is more electronegative?,Vanadium,Scandium,multiple_choice
Select the lower electronegativity element,Vanadium,Chromium,multiple_choice
Which element is the least electronegative?,Calcium,Nitrogen;Zinc,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Chromium;Zinc,multiple_choice
Select the element with the lower electronegativity value,Scandium,Chlorine,multiple_choice
Select the element with the highest electronegativity value,Zinc,Calcium;Potassium,multiple_choice
Which element is the most electronegative?,Hydrogen,Lithium;Potassium,multiple_choice
Select the lowest electronegativity element,Francium,Thallium;Barium,multiple_choice
Select the element with the lowest electronegativity value,Cesium,Manganese;Titanium,multiple_choice
Select the lower electronegativity element,Potassium,Aluminum,multiple_choice
Select the lowest electronegativity element,Scandium,Chromium;Zinc,multiple_choice
Select the element with the lower electronegativity value,Potassium,Magnesium,multiple_choice
Select the element with the lowest electronegativity value,Boron,Fluorine;Nitrogen,multiple_choice
Select the element with the lower electronegativity value,Magnesium,Silicon,multiple_choice
Select the element with the lower electronegativity value,Zinc,Oxygen,multiple_choice
Select the element with the higher electronegativity value,Phosphorus,Aluminum,multiple_choice
Select the element with the highest electronegativity value,Sulfur,Zinc;Copper,multiple_choice
Select the element with the higher electronegativity value,Chromium,Scandium,multiple_choice
Select the element with the lower electronegativity value,Scandium,Vanadium,multiple_choice
Which element is less electronegative?,Potassium,Copper,multiple_choice
Select the element with the highest electronegativity value,Carbon,Beryllium;Gold,multiple_choice
Select the higher electronegativity element,Fluorine,Calcium,multiple_choice
Select the element with the higher electronegativity value,Nitrogen,Zinc,multiple_choice
Select the element with the higher electronegativity value,Boron,Lithium,multiple_choice
Which element is more electronegative?,Aluminum,Potassium,multiple_choice
Select the element with the highest electronegativity value,Cobalt,Manganese;Iron,multiple_choice
Which element is more electronegative?,Carbon,Zinc,multiple_choice
Select the higher electronegativity element,Titanium,Scandium,multiple_choice
Select the element with the lowest electronegativity value,Scandium,Iron;Zinc,multiple_choice
Which element is more electronegative?,Zinc,Calcium,multiple_choice
Select the lowest electronegativity element,Francium,Hydrogen;Lithium,multiple_choice
